"","orderID","couponUsed","couponcol","predicted"
"135",5530,0,3,"0"
"136",5531,0,1,"0"
"137",5531,0,2,"0"
"138",5531,0,3,"0"
"139",5532,0,1,"0"
"140",5532,0,2,"0"
"141",5532,0,3,"0"
"142",5533,1,1,"0"
"143",5533,0,2,"0"
"144",5533,0,3,"0"
"145",5534,1,1,"1"
"146",5534,0,2,"0"
"147",5534,0,3,"0"
"148",5535,0,1,"0"
"149",5535,0,2,"0"
"150",5535,0,3,"0"
"151",5536,0,1,"0"
"152",5536,0,2,"0"
"153",5536,0,3,"0"
"154",5537,1,1,"1"
"155",5537,0,2,"0"
"156",5537,0,3,"0"
"157",5538,1,1,"0"
"158",5538,1,2,"0"
"159",5538,0,3,"0"
"160",5539,0,1,"0"
"161",5539,0,2,"0"
"162",5539,0,3,"0"
"163",5540,1,1,"0"
"164",5540,1,2,"0"
"165",5540,0,3,"0"
"166",5541,0,1,"0"
"167",5541,0,2,"0"
"168",5541,0,3,"0"
"169",5542,0,1,"0"
"170",5542,0,2,"0"
"171",5542,1,3,"0"
"172",5543,1,1,"0"
"173",5543,1,2,"0"
"174",5543,0,3,"0"
"175",5544,0,1,"0"
"176",5544,0,2,"0"
"177",5544,0,3,"0"
"178",5545,0,1,"0"
"179",5545,0,2,"0"
"180",5545,0,3,"0"
"181",5546,1,1,"0"
"182",5546,0,2,"0"
"183",5546,0,3,"0"
"184",5547,0,1,"0"
"185",5547,1,2,"0"
"186",5547,0,3,"0"
"187",5548,1,1,"0"
"188",5548,0,2,"0"
"189",5548,0,3,"0"
"190",5549,0,1,"0"
"191",5549,0,2,"0"
"192",5549,1,3,"0"
"193",5550,0,1,"0"
"194",5550,0,2,"0"
"195",5550,0,3,"0"
"196",5551,0,1,"0"
"197",5551,1,2,"0"
"198",5551,1,3,"0"
"199",5552,0,1,"0"
"200",5552,0,2,"0"
"201",5552,0,3,"0"
"202",5553,1,1,"1"
"203",5553,0,2,"0"
"204",5553,0,3,"0"
"205",5554,0,1,"0"
"206",5554,0,2,"0"
"207",5554,0,3,"0"
"208",5555,0,1,"0"
"209",5555,1,2,"0"
"210",5555,0,3,"0"
"211",5556,1,1,"0"
"212",5556,0,2,"0"
"213",5556,1,3,"0"
"214",5557,1,1,"0"
"215",5557,1,2,"0"
"216",5557,0,3,"0"
"217",5558,0,1,"0"
"218",5558,0,2,"0"
"219",5558,0,3,"0"
"220",5559,0,1,"0"
"221",5559,0,2,"0"
"222",5559,0,3,"0"
"223",5560,0,1,"0"
"224",5560,0,2,"0"
"225",5560,0,3,"0"
"226",5561,1,1,"0"
"227",5561,1,2,"0"
"228",5561,0,3,"0"
"229",5562,1,1,"0"
"230",5562,0,2,"0"
"231",5562,0,3,"0"
"232",5563,0,1,"0"
"233",5563,1,2,"0"
"234",5563,0,3,"0"
"235",5564,0,1,"0"
"236",5564,0,2,"0"
"237",5564,0,3,"0"
"238",5565,0,1,"0"
"239",5565,0,2,"0"
"240",5565,0,3,"0"
"241",5566,0,1,"0"
"242",5566,0,2,"0"
"243",5566,0,3,"0"
"244",5567,1,1,"0"
"245",5567,0,2,"0"
"246",5567,0,3,"1"
"247",5568,1,1,"0"
"248",5568,0,2,"0"
"249",5568,1,3,"0"
"250",5569,1,1,"0"
"251",5569,0,2,"0"
"252",5569,0,3,"0"
"253",5570,0,1,"0"
"254",5570,0,2,"0"
"255",5570,0,3,"0"
"256",5571,0,1,"0"
"257",5571,0,2,"0"
"258",5571,0,3,"0"
"259",5572,0,1,"0"
"260",5572,0,2,"0"
"261",5572,1,3,"0"
"262",5573,0,1,"0"
"263",5573,0,2,"0"
"264",5573,1,3,"0"
"265",5574,0,1,"0"
"266",5574,0,2,"0"
"267",5574,0,3,"0"
"268",5575,0,1,"0"
"269",5575,0,2,"0"
"270",5575,0,3,"0"
"271",5576,0,1,"0"
"272",5576,0,2,"0"
"273",5576,0,3,"0"
"274",5577,0,1,"0"
"275",5577,0,2,"0"
"276",5577,0,3,"0"
"277",5578,1,1,"0"
"278",5578,0,2,"0"
"279",5578,0,3,"1"
"280",5579,0,1,"0"
"281",5579,0,2,"0"
"282",5579,0,3,"0"
"283",5580,1,1,"0"
"284",5580,0,2,"0"
"285",5580,0,3,"0"
"286",5581,0,1,"1"
"287",5581,0,2,"0"
"288",5581,1,3,"0"
"289",5582,1,1,"0"
"290",5582,0,2,"0"
"291",5582,0,3,"0"
"292",5583,0,1,"0"
"293",5583,0,2,"0"
"294",5583,0,3,"0"
"295",5584,1,1,"0"
"296",5584,0,2,"0"
"297",5584,1,3,"0"
"298",5585,1,1,"0"
"299",5585,0,2,"0"
"300",5585,0,3,"0"
"301",5586,1,1,"0"
"302",5586,0,2,"0"
"303",5586,0,3,"0"
"304",5587,0,1,"0"
"305",5587,0,2,"0"
"306",5587,1,3,"0"
"307",5588,0,1,"0"
"308",5588,0,2,"0"
"309",5588,0,3,"0"
"310",5589,0,1,"0"
"311",5589,0,2,"0"
"312",5589,0,3,"0"
"313",5590,0,1,"0"
"314",5590,1,2,"0"
"315",5590,0,3,"0"
"316",5591,0,1,"0"
"317",5591,0,2,"0"
"318",5591,0,3,"0"
"319",5592,1,1,"1"
"320",5592,0,2,"0"
"321",5592,0,3,"1"
"322",5593,0,1,"0"
"323",5593,0,2,"0"
"324",5593,0,3,"0"
"325",5594,0,1,"0"
"326",5594,1,2,"0"
"327",5594,0,3,"0"
"328",5595,0,1,"0"
"329",5595,0,2,"0"
"330",5595,0,3,"0"
"331",5596,0,1,"0"
"332",5596,1,2,"0"
"333",5596,0,3,"0"
"334",5597,0,1,"0"
"335",5597,1,2,"0"
"336",5597,0,3,"0"
"337",5598,0,1,"0"
"338",5598,0,2,"0"
"339",5598,0,3,"0"
"340",5599,0,1,"0"
"341",5599,0,2,"0"
"342",5599,0,3,"0"
"343",5600,0,1,"0"
"344",5600,0,2,"0"
"345",5600,0,3,"0"
"346",5601,1,1,"0"
"347",5601,0,2,"0"
"348",5601,0,3,"0"
"349",5602,0,1,"0"
"350",5602,0,2,"0"
"351",5602,0,3,"0"
"352",5603,1,1,"0"
"353",5603,0,2,"0"
"354",5603,0,3,"0"
"355",5604,0,1,"0"
"356",5604,0,2,"0"
"357",5604,0,3,"0"
"358",5605,0,1,"0"
"359",5605,0,2,"0"
"360",5605,0,3,"0"
"361",5606,0,1,"0"
"362",5606,0,2,"0"
"363",5606,0,3,"0"
"364",5607,1,1,"0"
"365",5607,0,2,"0"
"366",5607,1,3,"0"
"367",5608,0,1,"0"
"368",5608,0,2,"0"
"369",5608,0,3,"0"
"370",5609,0,1,"0"
"371",5609,1,2,"0"
"372",5609,0,3,"0"
"373",5610,0,1,"0"
"374",5610,0,2,"0"
"375",5610,0,3,"0"
"376",5611,0,1,"0"
"377",5611,0,2,"0"
"378",5611,0,3,"0"
"379",5612,0,1,"0"
"380",5612,1,2,"1"
"381",5612,0,3,"0"
"382",5613,0,1,"0"
"383",5613,0,2,"0"
"384",5613,0,3,"0"
"385",5614,0,1,"0"
"386",5614,1,2,"0"
"387",5614,1,3,"0"
"388",5615,0,1,"0"
"389",5615,0,2,"0"
"390",5615,0,3,"0"
"391",5616,1,1,"0"
"392",5616,0,2,"0"
"393",5616,0,3,"0"
"394",5617,0,1,"0"
"395",5617,0,2,"1"
"396",5617,0,3,"0"
"397",5618,0,1,"0"
"398",5618,0,2,"0"
"399",5618,0,3,"0"
"400",5619,1,1,"0"
"401",5619,0,2,"0"
"402",5619,0,3,"0"
"403",5620,0,1,"0"
"404",5620,0,2,"0"
"405",5620,0,3,"0"
"406",5621,0,1,"0"
"407",5621,0,2,"0"
"408",5621,0,3,"0"
"409",5622,1,1,"0"
"410",5622,0,2,"0"
"411",5622,0,3,"1"
"412",5623,0,1,"0"
"413",5623,0,2,"0"
"414",5623,0,3,"0"
"415",5624,1,1,"1"
"416",5624,0,2,"0"
"417",5624,1,3,"0"
"418",5625,0,1,"0"
"419",5625,0,2,"0"
"420",5625,0,3,"0"
"421",5626,1,1,"0"
"422",5626,1,2,"0"
"423",5626,0,3,"0"
"424",5627,0,1,"0"
"425",5627,0,2,"0"
"426",5627,0,3,"1"
"427",5628,0,1,"0"
"428",5628,0,2,"0"
"429",5628,0,3,"0"
"430",5629,0,1,"1"
"431",5629,0,2,"0"
"432",5629,0,3,"0"
"433",5630,0,1,"1"
"434",5630,0,2,"0"
"435",5630,0,3,"0"
"436",5631,0,1,"0"
"437",5631,0,2,"0"
"438",5631,0,3,"0"
"439",5632,1,1,"0"
"440",5632,1,2,"0"
"441",5632,0,3,"0"
"442",5633,0,1,"0"
"443",5633,0,2,"0"
"444",5633,0,3,"0"
"445",5634,0,1,"0"
"446",5634,0,2,"0"
"447",5634,0,3,"0"
"448",5635,0,1,"0"
"449",5635,0,2,"0"
"450",5635,0,3,"0"
"451",5636,0,1,"0"
"452",5636,0,2,"0"
"453",5636,0,3,"0"
"454",5637,1,1,"0"
"455",5637,0,2,"0"
"456",5637,0,3,"0"
"457",5638,0,1,"0"
"458",5638,0,2,"0"
"459",5638,0,3,"0"
"460",5639,1,1,"0"
"461",5639,1,2,"0"
"462",5639,1,3,"0"
"463",5640,0,1,"0"
"464",5640,1,2,"0"
"465",5640,0,3,"0"
"466",5641,0,1,"0"
"467",5641,1,2,"0"
"468",5641,0,3,"0"
"469",5642,0,1,"0"
"470",5642,0,2,"0"
"471",5642,0,3,"0"
"472",5643,1,1,"0"
"473",5643,0,2,"0"
"474",5643,1,3,"0"
"475",5644,0,1,"0"
"476",5644,0,2,"0"
"477",5644,0,3,"0"
"478",5645,0,1,"0"
"479",5645,0,2,"0"
"480",5645,0,3,"0"
"481",5646,0,1,"0"
"482",5646,0,2,"0"
"483",5646,0,3,"0"
"484",5647,0,1,"0"
"485",5647,0,2,"0"
"486",5647,0,3,"0"
"487",5648,0,1,"0"
"488",5648,0,2,"0"
"489",5648,0,3,"0"
"490",5649,0,1,"0"
"491",5649,0,2,"0"
"492",5649,0,3,"0"
"493",5650,0,1,"0"
"494",5650,0,2,"0"
"495",5650,1,3,"0"
"496",5651,0,1,"0"
"497",5651,0,2,"0"
"498",5651,0,3,"0"
"499",5652,0,1,"0"
"500",5652,0,2,"0"
"501",5652,0,3,"0"
"502",5653,0,1,"0"
"503",5653,0,2,"0"
"504",5653,0,3,"0"
"505",5654,0,1,"1"
"506",5654,1,2,"0"
"507",5654,0,3,"0"
"508",5655,0,1,"0"
"509",5655,0,2,"0"
"510",5655,0,3,"0"
"511",5656,0,1,"0"
"512",5656,0,2,"0"
"513",5656,0,3,"0"
"514",5657,0,1,"0"
"515",5657,0,2,"0"
"516",5657,1,3,"0"
"517",5658,0,1,"0"
"518",5658,0,2,"0"
"519",5658,0,3,"0"
"520",5659,1,1,"0"
"521",5659,1,2,"0"
"522",5659,0,3,"0"
"523",5660,0,1,"0"
"524",5660,0,2,"0"
"525",5660,0,3,"0"
"526",5661,1,1,"0"
"527",5661,0,2,"0"
"528",5661,0,3,"0"
"529",5662,1,1,"0"
"530",5662,1,2,"0"
"531",5662,1,3,"0"
"532",5663,0,1,"0"
"533",5663,0,2,"0"
"534",5663,0,3,"0"
"535",5664,0,1,"0"
"536",5664,0,2,"0"
"537",5664,0,3,"0"
"538",5665,0,1,"0"
"539",5665,0,2,"0"
"540",5665,0,3,"0"
"541",5666,0,1,"0"
"542",5666,0,2,"0"
"543",5666,0,3,"0"
"544",5667,0,1,"1"
"545",5667,0,2,"0"
"546",5667,0,3,"0"
"547",5668,0,1,"0"
"548",5668,1,2,"0"
"549",5668,0,3,"0"
"550",5669,0,1,"0"
"551",5669,0,2,"0"
"552",5669,0,3,"0"
"553",5670,1,1,"0"
"554",5670,0,2,"0"
"555",5670,0,3,"0"
"556",5671,1,1,"0"
"557",5671,0,2,"0"
"558",5671,0,3,"0"
"559",5672,0,1,"0"
"560",5672,0,2,"0"
"561",5672,0,3,"0"
"562",5673,0,1,"0"
"563",5673,0,2,"0"
"564",5673,0,3,"0"
"565",5674,1,1,"0"
"566",5674,0,2,"0"
"567",5674,0,3,"0"
"568",5675,0,1,"0"
"569",5675,0,2,"0"
"570",5675,0,3,"0"
"571",5676,1,1,"0"
"572",5676,0,2,"0"
"573",5676,0,3,"0"
"574",5677,0,1,"0"
"575",5677,0,2,"0"
"576",5677,0,3,"0"
"577",5678,0,1,"0"
"578",5678,0,2,"0"
"579",5678,0,3,"0"
"580",5679,1,1,"1"
"581",5679,1,2,"0"
"582",5679,1,3,"0"
"583",5680,0,1,"0"
"584",5680,1,2,"0"
"585",5680,0,3,"0"
"586",5681,1,1,"0"
"587",5681,0,2,"0"
"588",5681,0,3,"0"
"589",5682,0,1,"0"
"590",5682,0,2,"0"
"591",5682,0,3,"0"
"592",5683,0,1,"0"
"593",5683,0,2,"0"
"594",5683,0,3,"0"
"595",5684,1,1,"1"
"596",5684,0,2,"1"
"597",5684,0,3,"0"
"598",5685,0,1,"0"
"599",5685,1,2,"0"
"600",5685,0,3,"1"
"601",5686,1,1,"0"
"602",5686,0,2,"0"
"603",5686,0,3,"0"
"604",5687,0,1,"0"
"605",5687,0,2,"0"
"606",5687,0,3,"0"
"607",5688,0,1,"0"
"608",5688,0,2,"0"
"609",5688,0,3,"0"
"610",5689,0,1,"0"
"611",5689,0,2,"0"
"612",5689,0,3,"0"
"613",5690,0,1,"0"
"614",5690,0,2,"0"
"615",5690,0,3,"0"
"616",5691,0,1,"1"
"617",5691,0,2,"0"
"618",5691,0,3,"0"
"619",5692,0,1,"0"
"620",5692,0,2,"0"
"621",5692,0,3,"0"
"622",5693,0,1,"0"
"623",5693,0,2,"0"
"624",5693,0,3,"0"
"625",5694,1,1,"1"
"626",5694,1,2,"0"
"627",5694,0,3,"0"
"628",5695,0,1,"0"
"629",5695,0,2,"0"
"630",5695,0,3,"0"
"631",5696,0,1,"0"
"632",5696,0,2,"0"
"633",5696,0,3,"0"
"634",5697,0,1,"0"
"635",5697,0,2,"0"
"636",5697,0,3,"0"
"637",5698,1,1,"0"
"638",5698,0,2,"0"
"639",5698,0,3,"0"
"640",5699,0,1,"1"
"641",5699,1,2,"0"
"642",5699,0,3,"0"
"643",5700,0,1,"0"
"644",5700,0,2,"0"
"645",5700,0,3,"0"
"646",5701,0,1,"0"
"647",5701,0,2,"0"
"648",5701,0,3,"0"
"649",5702,0,1,"0"
"650",5702,0,2,"0"
"651",5702,0,3,"0"
"652",5703,0,1,"0"
"653",5703,0,2,"0"
"654",5703,0,3,"0"
"655",5704,0,1,"1"
"656",5704,0,2,"0"
"657",5704,0,3,"0"
"658",5705,1,1,"0"
"659",5705,0,2,"0"
"660",5705,0,3,"0"
"661",5706,0,1,"0"
"662",5706,0,2,"0"
"663",5706,0,3,"0"
"664",5707,0,1,"1"
"665",5707,0,2,"0"
"666",5707,0,3,"0"
"667",5708,0,1,"0"
"668",5708,1,2,"0"
"669",5708,1,3,"0"
"670",5709,0,1,"1"
"671",5709,0,2,"0"
"672",5709,0,3,"0"
"673",5710,0,1,"0"
"674",5710,0,2,"0"
"675",5710,1,3,"0"
"676",5711,1,1,"0"
"677",5711,0,2,"0"
"678",5711,0,3,"0"
"679",5712,0,1,"0"
"680",5712,0,2,"0"
"681",5712,0,3,"0"
"682",5713,1,1,"0"
"683",5713,0,2,"0"
"684",5713,0,3,"0"
"685",5714,0,1,"0"
"686",5714,0,2,"0"
"687",5714,0,3,"0"
"688",5715,0,1,"0"
"689",5715,1,2,"0"
"690",5715,1,3,"0"
"691",5716,0,1,"1"
"692",5716,0,2,"0"
"693",5716,0,3,"0"
"694",5717,1,1,"0"
"695",5717,1,2,"0"
"696",5717,1,3,"0"
"697",5718,0,1,"0"
"698",5718,0,2,"0"
"699",5718,0,3,"0"
"700",5719,0,1,"0"
"701",5719,0,2,"0"
"702",5719,0,3,"0"
"703",5720,1,1,"0"
"704",5720,0,2,"0"
"705",5720,0,3,"0"
"706",5721,0,1,"0"
"707",5721,0,2,"0"
"708",5721,0,3,"0"
"709",5722,1,1,"0"
"710",5722,0,2,"0"
"711",5722,0,3,"0"
"712",5723,0,1,"0"
"713",5723,0,2,"0"
"714",5723,0,3,"0"
"715",5724,0,1,"0"
"716",5724,0,2,"0"
"717",5724,0,3,"0"
"718",5725,0,1,"0"
"719",5725,0,2,"0"
"720",5725,0,3,"0"
"721",5726,0,1,"0"
"722",5726,0,2,"0"
"723",5726,0,3,"0"
"724",5727,1,1,"0"
"725",5727,0,2,"0"
"726",5727,0,3,"0"
"727",5728,0,1,"0"
"728",5728,0,2,"0"
"729",5728,0,3,"0"
"730",5729,0,1,"0"
"731",5729,0,2,"0"
"732",5729,0,3,"0"
"733",5730,1,1,"0"
"734",5730,1,2,"0"
"735",5730,0,3,"0"
"736",5731,0,1,"0"
"737",5731,0,2,"0"
"738",5731,0,3,"0"
"739",5732,0,1,"0"
"740",5732,0,2,"0"
"741",5732,0,3,"0"
"742",5733,1,1,"0"
"743",5733,1,2,"0"
"744",5733,1,3,"0"
"745",5734,0,1,"0"
"746",5734,0,2,"0"
"747",5734,0,3,"0"
"748",5735,0,1,"0"
"749",5735,0,2,"0"
"750",5735,0,3,"0"
"751",5736,0,1,"0"
"752",5736,0,2,"0"
"753",5736,0,3,"0"
"754",5737,1,1,"0"
"755",5737,0,2,"0"
"756",5737,1,3,"0"
"757",5738,0,1,"0"
"758",5738,0,2,"0"
"759",5738,0,3,"0"
"760",5739,1,1,"0"
"761",5739,1,2,"0"
"762",5739,0,3,"0"
"763",5740,1,1,"0"
"764",5740,0,2,"0"
"765",5740,1,3,"1"
"766",5741,0,1,"0"
"767",5741,0,2,"0"
"768",5741,0,3,"0"
"769",5742,0,1,"0"
"770",5742,0,2,"0"
"771",5742,0,3,"0"
"772",5743,0,1,"0"
"773",5743,0,2,"0"
"774",5743,0,3,"0"
"775",5744,0,1,"1"
"776",5744,1,2,"0"
"777",5744,0,3,"0"
"778",5745,0,1,"0"
"779",5745,0,2,"0"
"780",5745,0,3,"0"
"781",5746,0,1,"0"
"782",5746,0,2,"0"
"783",5746,0,3,"0"
"784",5747,0,1,"0"
"785",5747,1,2,"0"
"786",5747,0,3,"0"
"787",5748,0,1,"0"
"788",5748,0,2,"0"
"789",5748,0,3,"0"
"790",5749,1,1,"1"
"791",5749,0,2,"0"
"792",5749,0,3,"0"
"793",5750,0,1,"0"
"794",5750,0,2,"0"
"795",5750,0,3,"0"
"796",5751,0,1,"0"
"797",5751,1,2,"0"
"798",5751,0,3,"0"
"799",5752,1,1,"0"
"800",5752,0,2,"0"
"801",5752,1,3,"0"
"802",5753,1,1,"0"
"803",5753,0,2,"0"
"804",5753,0,3,"0"
"805",5754,0,1,"0"
"806",5754,0,2,"0"
"807",5754,0,3,"0"
"808",5755,1,1,"0"
"809",5755,0,2,"0"
"810",5755,0,3,"0"
"811",5756,0,1,"0"
"812",5756,0,2,"0"
"813",5756,0,3,"0"
"814",5757,0,1,"0"
"815",5757,0,2,"0"
"816",5757,0,3,"0"
"817",5758,0,1,"0"
"818",5758,0,2,"0"
"819",5758,0,3,"0"
"820",5759,1,1,"0"
"821",5759,0,2,"0"
"822",5759,0,3,"0"
"823",5760,0,1,"0"
"824",5760,0,2,"0"
"825",5760,0,3,"0"
"826",5761,0,1,"0"
"827",5761,0,2,"0"
"828",5761,0,3,"0"
"829",5762,0,1,"0"
"830",5762,0,2,"0"
"831",5762,0,3,"0"
"832",5763,0,1,"1"
"833",5763,0,2,"0"
"834",5763,1,3,"0"
"835",5764,1,1,"0"
"836",5764,1,2,"0"
"837",5764,0,3,"0"
"838",5765,1,1,"0"
"839",5765,1,2,"0"
"840",5765,1,3,"0"
"841",5766,0,1,"0"
"842",5766,0,2,"0"
"843",5766,0,3,"0"
"844",5767,0,1,"0"
"845",5767,0,2,"0"
"846",5767,0,3,"0"
"847",5768,0,1,"0"
"848",5768,0,2,"0"
"849",5768,0,3,"0"
"850",5769,1,1,"1"
"851",5769,0,2,"0"
"852",5769,0,3,"0"
"853",5770,0,1,"0"
"854",5770,0,2,"0"
"855",5770,1,3,"0"
"856",5771,0,1,"0"
"857",5771,0,2,"0"
"858",5771,0,3,"0"
"859",5772,0,1,"0"
"860",5772,0,2,"0"
"861",5772,0,3,"0"
"862",5773,0,1,"0"
"863",5773,1,2,"0"
"864",5773,0,3,"0"
"865",5774,0,1,"0"
"866",5774,0,2,"0"
"867",5774,0,3,"0"
"868",5775,1,1,"1"
"869",5775,0,2,"0"
"870",5775,0,3,"0"
"871",5776,0,1,"0"
"872",5776,0,2,"0"
"873",5776,0,3,"0"
"874",5777,0,1,"0"
"875",5777,1,2,"0"
"876",5777,0,3,"0"
"877",5778,1,1,"0"
"878",5778,1,2,"0"
"879",5778,0,3,"0"
"880",5779,0,1,"0"
"881",5779,0,2,"0"
"882",5779,0,3,"0"
"883",5780,0,1,"0"
"884",5780,0,2,"0"
"885",5780,0,3,"0"
"886",5781,0,1,"0"
"887",5781,0,2,"0"
"888",5781,0,3,"0"
"889",5782,0,1,"0"
"890",5782,0,2,"0"
"891",5782,1,3,"0"
"892",5783,0,1,"0"
"893",5783,0,2,"0"
"894",5783,0,3,"0"
"895",5784,1,1,"0"
"896",5784,1,2,"0"
"897",5784,1,3,"0"
"898",5785,0,1,"0"
"899",5785,0,2,"0"
"900",5785,0,3,"0"
"901",5786,1,1,"0"
"902",5786,0,2,"0"
"903",5786,0,3,"0"
"904",5787,0,1,"0"
"905",5787,0,2,"0"
"906",5787,0,3,"0"
"907",5788,1,1,"0"
"908",5788,0,2,"0"
"909",5788,0,3,"0"
"910",5789,0,1,"0"
"911",5789,0,2,"0"
"912",5789,0,3,"0"
"913",5790,1,1,"0"
"914",5790,0,2,"0"
"915",5790,0,3,"0"
"916",5791,0,1,"0"
"917",5791,0,2,"0"
"918",5791,0,3,"0"
"919",5792,0,1,"0"
"920",5792,0,2,"0"
"921",5792,0,3,"0"
"922",5793,0,1,"0"
"923",5793,0,2,"0"
"924",5793,0,3,"0"
"925",5794,0,1,"0"
"926",5794,1,2,"0"
"927",5794,0,3,"0"
"928",5795,0,1,"0"
"929",5795,0,2,"0"
"930",5795,0,3,"0"
"931",5796,0,1,"0"
"932",5796,0,2,"0"
"933",5796,0,3,"0"
"934",5797,0,1,"0"
"935",5797,0,2,"0"
"936",5797,0,3,"0"
"937",5798,0,1,"0"
"938",5798,0,2,"0"
"939",5798,0,3,"0"
"940",5799,0,1,"0"
"941",5799,0,2,"0"
"942",5799,0,3,"0"
"943",5800,0,1,"0"
"944",5800,0,2,"0"
"945",5800,0,3,"0"
"946",5801,0,1,"0"
"947",5801,0,2,"0"
"948",5801,0,3,"0"
"949",5802,1,1,"0"
"950",5802,0,2,"0"
"951",5802,1,3,"1"
"952",5803,0,1,"0"
"953",5803,0,2,"0"
"954",5803,0,3,"0"
"955",5804,1,1,"0"
"956",5804,0,2,"0"
"957",5804,0,3,"0"
"958",5805,0,1,"0"
"959",5805,1,2,"0"
"960",5805,0,3,"0"
"961",5806,1,1,"0"
"962",5806,1,2,"0"
"963",5806,1,3,"0"
"964",5807,1,1,"0"
"965",5807,0,2,"0"
"966",5807,0,3,"0"
"967",5808,1,1,"1"
"968",5808,1,2,"0"
"969",5808,0,3,"0"
"970",5809,0,1,"0"
"971",5809,1,2,"0"
"972",5809,0,3,"0"
"973",5810,0,1,"0"
"974",5810,0,2,"0"
"975",5810,0,3,"0"
"976",5811,1,1,"0"
"977",5811,0,2,"0"
"978",5811,1,3,"0"
"979",5812,0,1,"0"
"980",5812,0,2,"0"
"981",5812,0,3,"0"
"982",5813,0,1,"0"
"983",5813,0,2,"0"
"984",5813,0,3,"0"
"985",5814,1,1,"0"
"986",5814,0,2,"0"
"987",5814,0,3,"0"
"988",5815,0,1,"0"
"989",5815,1,2,"1"
"990",5815,1,3,"0"
"991",5816,1,1,"0"
"992",5816,1,2,"0"
"993",5816,0,3,"0"
"994",5817,0,1,"0"
"995",5817,0,2,"0"
"996",5817,0,3,"0"
