orderID,batchID,couponsSent,couponsExpire
278,1,2015-01-06,2016-01-06
279,1,2015-01-06,2016-01-06
280,1,2015-01-06,2016-01-06
281,1,2015-01-06,2016-01-06
282,1,2015-01-06,2016-01-06
283,1,2015-01-06,2016-01-06
284,1,2015-01-06,2016-01-06
285,1,2015-01-06,2016-01-06
286,1,2015-01-06,2016-01-06
287,1,2015-01-06,2016-01-06
288,1,2015-01-06,2016-01-06
289,1,2015-01-06,2016-01-06
290,1,2015-01-06,2016-01-06
291,1,2015-01-06,2016-01-06
292,1,2015-01-06,2016-01-06
293,1,2015-01-06,2016-01-06
294,1,2015-01-06,2016-01-06
295,1,2015-01-06,2016-01-06
296,1,2015-01-06,2016-01-06
297,1,2015-01-06,2016-01-06
298,1,2015-01-06,2016-01-06
299,1,2015-01-06,2016-01-06
300,1,2015-01-06,2016-01-06
301,1,2015-01-06,2016-01-06
302,1,2015-01-06,2016-01-06
303,1,2015-01-06,2016-01-06
304,1,2015-01-06,2016-01-06
305,1,2015-01-06,2016-01-06
306,1,2015-01-06,2016-01-06
307,1,2015-01-06,2016-01-06
308,1,2015-01-06,2016-01-06
309,1,2015-01-06,2016-01-06
310,1,2015-01-06,2016-01-06
311,1,2015-01-06,2016-01-06
312,1,2015-01-06,2016-01-06
313,1,2015-01-06,2016-01-06
314,1,2015-01-06,2016-01-06
315,1,2015-01-06,2016-01-06
316,1,2015-01-06,2016-01-06
317,1,2015-01-06,2016-01-06
318,1,2015-01-06,2016-01-06
319,1,2015-01-06,2016-01-06
320,1,2015-01-06,2016-01-06
321,1,2015-01-06,2016-01-06
322,1,2015-01-06,2016-01-06
323,1,2015-01-06,2016-01-06
324,1,2015-01-06,2016-01-06
325,1,2015-01-06,2016-01-06
326,1,2015-01-06,2016-01-06
327,1,2015-01-06,2016-01-06
328,1,2015-01-06,2016-01-06
329,1,2015-01-06,2016-01-06
330,1,2015-01-06,2016-01-06
331,1,2015-01-06,2016-01-06
332,1,2015-01-06,2016-01-06
333,1,2015-01-06,2016-01-06
334,1,2015-01-06,2016-01-06
335,1,2015-01-06,2016-01-06
336,1,2015-01-06,2016-01-06
337,1,2015-01-06,2016-01-06
338,1,2015-01-06,2016-01-06
339,1,2015-01-06,2016-01-06
340,1,2015-01-06,2016-01-06
341,1,2015-01-06,2016-01-06
342,1,2015-01-06,2016-01-06
343,1,2015-01-06,2016-01-06
344,1,2015-01-06,2016-01-06
345,1,2015-01-06,2016-01-06
346,1,2015-01-06,2016-01-06
347,1,2015-01-06,2016-01-06
348,1,2015-01-06,2016-01-06
349,1,2015-01-06,2016-01-06
350,1,2015-01-06,2016-01-06
351,1,2015-01-06,2016-01-06
352,1,2015-01-06,2016-01-06
353,1,2015-01-06,2016-01-06
354,1,2015-01-06,2016-01-06
355,1,2015-01-06,2016-01-06
356,1,2015-01-06,2016-01-06
357,1,2015-01-06,2016-01-06
358,1,2015-01-06,2016-01-06
359,1,2015-01-06,2016-01-06
360,1,2015-01-06,2016-01-06
361,1,2015-01-06,2016-01-06
362,1,2015-01-06,2016-01-06
363,1,2015-01-06,2016-01-06
364,1,2015-01-06,2016-01-06
365,1,2015-01-06,2016-01-06
366,1,2015-01-06,2016-01-06
367,1,2015-01-06,2016-01-06
368,1,2015-01-06,2016-01-06
369,1,2015-01-06,2016-01-06
370,1,2015-01-06,2016-01-06
371,1,2015-01-06,2016-01-06
372,1,2015-01-06,2016-01-06
373,1,2015-01-06,2016-01-06
374,1,2015-01-06,2016-01-06
375,1,2015-01-06,2016-01-06
376,1,2015-01-06,2016-01-06
377,1,2015-01-06,2016-01-06
378,1,2015-01-06,2016-01-06
379,1,2015-01-06,2016-01-06
380,1,2015-01-06,2016-01-06
381,1,2015-01-06,2016-01-06
382,1,2015-01-06,2016-01-06
383,1,2015-01-06,2016-01-06
384,1,2015-01-06,2016-01-06
385,1,2015-01-06,2016-01-06
386,1,2015-01-06,2016-01-06
387,1,2015-01-06,2016-01-06
388,1,2015-01-06,2016-01-06
389,1,2015-01-06,2016-01-06
390,1,2015-01-06,2016-01-06
391,1,2015-01-06,2016-01-06
392,1,2015-01-06,2016-01-06
393,1,2015-01-06,2016-01-06
394,1,2015-01-06,2016-01-06
395,1,2015-01-06,2016-01-06
396,1,2015-01-06,2016-01-06
397,1,2015-01-06,2016-01-06
398,1,2015-01-06,2016-01-06
399,1,2015-01-06,2016-01-06
400,1,2015-01-06,2016-01-06
401,1,2015-01-06,2016-01-06
402,1,2015-01-06,2016-01-06
403,1,2015-01-06,2016-01-06
404,1,2015-01-06,2016-01-06
405,1,2015-01-06,2016-01-06
406,1,2015-01-06,2016-01-06
407,1,2015-01-06,2016-01-06
408,1,2015-01-06,2016-01-06
409,1,2015-01-06,2016-01-06
410,1,2015-01-06,2016-01-06
411,1,2015-01-06,2016-01-06
412,1,2015-01-06,2016-01-06
413,1,2015-01-06,2016-01-06
414,1,2015-01-06,2016-01-06
415,1,2015-01-06,2016-01-06
416,1,2015-01-06,2016-01-06
417,1,2015-01-06,2016-01-06
418,1,2015-01-06,2016-01-06
419,1,2015-01-06,2016-01-06
420,1,2015-01-06,2016-01-06
421,1,2015-01-06,2016-01-06
422,1,2015-01-06,2016-01-06
423,1,2015-01-06,2016-01-06
424,1,2015-01-06,2016-01-06
425,1,2015-01-06,2016-01-06
426,1,2015-01-06,2016-01-06
427,1,2015-01-06,2016-01-06
428,1,2015-01-06,2016-01-06
429,1,2015-01-06,2016-01-06
430,1,2015-01-06,2016-01-06
431,1,2015-01-06,2016-01-06
432,1,2015-01-06,2016-01-06
433,1,2015-01-06,2016-01-06
434,1,2015-01-06,2016-01-06
435,1,2015-01-06,2016-01-06
436,1,2015-01-06,2016-01-06
437,1,2015-01-06,2016-01-06
438,1,2015-01-06,2016-01-06
439,1,2015-01-06,2016-01-06
440,1,2015-01-06,2016-01-06
441,1,2015-01-06,2016-01-06
442,1,2015-01-06,2016-01-06
443,1,2015-01-06,2016-01-06
444,1,2015-01-06,2016-01-06
445,1,2015-01-06,2016-01-06
446,1,2015-01-06,2016-01-06
447,1,2015-01-06,2016-01-06
448,1,2015-01-06,2016-01-06
449,1,2015-01-06,2016-01-06
450,1,2015-01-06,2016-01-06
451,1,2015-01-06,2016-01-06
452,1,2015-01-06,2016-01-06
453,1,2015-01-06,2016-01-06
454,1,2015-01-06,2016-01-06
455,1,2015-01-06,2016-01-06
456,1,2015-01-06,2016-01-06
457,1,2015-01-06,2016-01-06
458,1,2015-01-06,2016-01-06
459,1,2015-01-06,2016-01-06
460,1,2015-01-06,2016-01-06
461,1,2015-01-06,2016-01-06
462,1,2015-01-06,2016-01-06
463,1,2015-01-06,2016-01-06
464,1,2015-01-06,2016-01-06
465,1,2015-01-06,2016-01-06
466,1,2015-01-06,2016-01-06
467,1,2015-01-06,2016-01-06
468,1,2015-01-06,2016-01-06
469,1,2015-01-06,2016-01-06
470,1,2015-01-06,2016-01-06
471,1,2015-01-06,2016-01-06
472,1,2015-01-06,2016-01-06
473,1,2015-01-06,2016-01-06
474,1,2015-01-06,2016-01-06
475,1,2015-01-06,2016-01-06
476,1,2015-01-06,2016-01-06
477,1,2015-01-06,2016-01-06
478,1,2015-01-06,2016-01-06
479,1,2015-01-06,2016-01-06
480,1,2015-01-06,2016-01-06
481,1,2015-01-06,2016-01-06
482,1,2015-01-06,2016-01-06
483,1,2015-01-06,2016-01-06
484,1,2015-01-06,2016-01-06
485,1,2015-01-06,2016-01-06
486,1,2015-01-06,2016-01-06
487,1,2015-01-06,2016-01-06
488,1,2015-01-06,2016-01-06
489,1,2015-01-06,2016-01-06
490,1,2015-01-06,2016-01-06
491,1,2015-01-06,2016-01-06
492,1,2015-01-06,2016-01-06
493,1,2015-01-06,2016-01-06
494,1,2015-01-06,2016-01-06
495,1,2015-01-06,2016-01-06
496,1,2015-01-06,2016-01-06
497,1,2015-01-06,2016-01-06
498,1,2015-01-06,2016-01-06
499,1,2015-01-06,2016-01-06
500,1,2015-01-06,2016-01-06
501,1,2015-01-06,2016-01-06
502,1,2015-01-06,2016-01-06
503,1,2015-01-06,2016-01-06
504,1,2015-01-06,2016-01-06
505,1,2015-01-06,2016-01-06
506,1,2015-01-06,2016-01-06
507,1,2015-01-06,2016-01-06
508,1,2015-01-06,2016-01-06
509,1,2015-01-06,2016-01-06
510,1,2015-01-06,2016-01-06
511,1,2015-01-06,2016-01-06
512,1,2015-01-06,2016-01-06
513,1,2015-01-06,2016-01-06
514,1,2015-01-06,2016-01-06
515,1,2015-01-06,2016-01-06
516,1,2015-01-06,2016-01-06
517,1,2015-01-06,2016-01-06
518,1,2015-01-06,2016-01-06
519,1,2015-01-06,2016-01-06
520,1,2015-01-06,2016-01-06
521,1,2015-01-06,2016-01-06
522,1,2015-01-06,2016-01-06
523,1,2015-01-06,2016-01-06
524,1,2015-01-06,2016-01-06
525,1,2015-01-06,2016-01-06
526,1,2015-01-06,2016-01-06
527,1,2015-01-06,2016-01-06
528,1,2015-01-06,2016-01-06
529,1,2015-01-06,2016-01-06
530,1,2015-01-06,2016-01-06
531,1,2015-01-06,2016-01-06
532,1,2015-01-06,2016-01-06
533,1,2015-01-06,2016-01-06
534,1,2015-01-06,2016-01-06
535,1,2015-01-06,2016-01-06
536,1,2015-01-06,2016-01-06
537,1,2015-01-06,2016-01-06
538,1,2015-01-06,2016-01-06
539,1,2015-01-06,2016-01-06
540,1,2015-01-06,2016-01-06
541,1,2015-01-06,2016-01-06
542,1,2015-01-06,2016-01-06
543,1,2015-01-06,2016-01-06
544,1,2015-01-06,2016-01-06
545,1,2015-01-06,2016-01-06
546,1,2015-01-06,2016-01-06
547,1,2015-01-06,2016-01-06
548,1,2015-01-06,2016-01-06
549,1,2015-01-06,2016-01-06
550,1,2015-01-06,2016-01-06
551,1,2015-01-06,2016-01-06
552,1,2015-01-06,2016-01-06
553,1,2015-01-06,2016-01-06
554,1,2015-01-06,2016-01-06
555,1,2015-01-06,2016-01-06
556,1,2015-01-06,2016-01-06
557,1,2015-01-06,2016-01-06
558,1,2015-01-06,2016-01-06
559,1,2015-01-06,2016-01-06
560,1,2015-01-06,2016-01-06
561,1,2015-01-06,2016-01-06
562,1,2015-01-06,2016-01-06
563,1,2015-01-06,2016-01-06
564,1,2015-01-06,2016-01-06
565,1,2015-01-06,2016-01-06
566,1,2015-01-06,2016-01-06
567,1,2015-01-06,2016-01-06
568,1,2015-01-06,2016-01-06
569,1,2015-01-06,2016-01-06
570,1,2015-01-06,2016-01-06
571,1,2015-01-06,2016-01-06
572,1,2015-01-06,2016-01-06
573,1,2015-01-06,2016-01-06
574,1,2015-01-06,2016-01-06
575,1,2015-01-06,2016-01-06
576,1,2015-01-06,2016-01-06
577,1,2015-01-06,2016-01-06
578,1,2015-01-06,2016-01-06
579,1,2015-01-06,2016-01-06
580,1,2015-01-06,2016-01-06
581,1,2015-01-06,2016-01-06
582,1,2015-01-06,2016-01-06
583,1,2015-01-06,2016-01-06
584,1,2015-01-06,2016-01-06
585,1,2015-01-06,2016-01-06
586,1,2015-01-06,2016-01-06
587,1,2015-01-06,2016-01-06
588,1,2015-01-06,2016-01-06
589,1,2015-01-06,2016-01-06
590,1,2015-01-06,2016-01-06
591,1,2015-01-06,2016-01-06
592,1,2015-01-06,2016-01-06
593,1,2015-01-06,2016-01-06
594,1,2015-01-06,2016-01-06
595,1,2015-01-06,2016-01-06
596,1,2015-01-06,2016-01-06
597,1,2015-01-06,2016-01-06
598,1,2015-01-06,2016-01-06
599,1,2015-01-06,2016-01-06
600,1,2015-01-06,2016-01-06
601,1,2015-01-06,2016-01-06
602,1,2015-01-06,2016-01-06
603,1,2015-01-06,2016-01-06
604,1,2015-01-06,2016-01-06
605,1,2015-01-06,2016-01-06
606,1,2015-01-06,2016-01-06
607,1,2015-01-06,2016-01-06
608,1,2015-01-06,2016-01-06
609,1,2015-01-06,2016-01-06
610,1,2015-01-06,2016-01-06
611,1,2015-01-06,2016-01-06
612,1,2015-01-06,2016-01-06
613,1,2015-01-06,2016-01-06
614,1,2015-01-06,2016-01-06
615,1,2015-01-06,2016-01-06
616,1,2015-01-06,2016-01-06
617,1,2015-01-06,2016-01-06
618,1,2015-01-06,2016-01-06
619,1,2015-01-06,2016-01-06
620,1,2015-01-06,2016-01-06
621,1,2015-01-06,2016-01-06
622,1,2015-01-06,2016-01-06
623,1,2015-01-06,2016-01-06
624,1,2015-01-06,2016-01-06
625,1,2015-01-06,2016-01-06
626,1,2015-01-06,2016-01-06
627,1,2015-01-06,2016-01-06
628,1,2015-01-06,2016-01-06
629,1,2015-01-06,2016-01-06
630,1,2015-01-06,2016-01-06
631,1,2015-01-06,2016-01-06
632,1,2015-01-06,2016-01-06
633,1,2015-01-06,2016-01-06
634,1,2015-01-06,2016-01-06
635,1,2015-01-06,2016-01-06
636,1,2015-01-06,2016-01-06
637,1,2015-01-06,2016-01-06
638,1,2015-01-06,2016-01-06
639,1,2015-01-06,2016-01-06
640,1,2015-01-06,2016-01-06
641,1,2015-01-06,2016-01-06
642,1,2015-01-06,2016-01-06
643,1,2015-01-06,2016-01-06
644,1,2015-01-06,2016-01-06
645,1,2015-01-06,2016-01-06
646,1,2015-01-06,2016-01-06
647,1,2015-01-06,2016-01-06
648,1,2015-01-06,2016-01-06
649,1,2015-01-06,2016-01-06
650,1,2015-01-06,2016-01-06
651,1,2015-01-06,2016-01-06
652,1,2015-01-06,2016-01-06
653,1,2015-01-06,2016-01-06
654,1,2015-01-06,2016-01-06
655,1,2015-01-06,2016-01-06
656,1,2015-01-06,2016-01-06
657,1,2015-01-06,2016-01-06
658,1,2015-01-06,2016-01-06
659,1,2015-01-06,2016-01-06
660,1,2015-01-06,2016-01-06
661,1,2015-01-06,2016-01-06
662,1,2015-01-06,2016-01-06
663,1,2015-01-06,2016-01-06
664,1,2015-01-06,2016-01-06
665,1,2015-01-06,2016-01-06
666,1,2015-01-06,2016-01-06
667,1,2015-01-06,2016-01-06
668,1,2015-01-06,2016-01-06
669,1,2015-01-06,2016-01-06
670,1,2015-01-06,2016-01-06
671,1,2015-01-06,2016-01-06
672,1,2015-01-06,2016-01-06
673,1,2015-01-06,2016-01-06
674,1,2015-01-06,2016-01-06
675,1,2015-01-06,2016-01-06
676,1,2015-01-06,2016-01-06
677,1,2015-01-06,2016-01-06
678,1,2015-01-06,2016-01-06
679,1,2015-01-06,2016-01-06
680,1,2015-01-06,2016-01-06
681,1,2015-01-06,2016-01-06
682,1,2015-01-06,2016-01-06
683,1,2015-01-06,2016-01-06
684,1,2015-01-06,2016-01-06
685,1,2015-01-06,2016-01-06
686,1,2015-01-06,2016-01-06
687,1,2015-01-06,2016-01-06
688,1,2015-01-06,2016-01-06
689,1,2015-01-06,2016-01-06
690,1,2015-01-06,2016-01-06
691,1,2015-01-06,2016-01-06
692,1,2015-01-06,2016-01-06
693,1,2015-01-06,2016-01-06
694,1,2015-01-06,2016-01-06
695,1,2015-01-06,2016-01-06
696,1,2015-01-06,2016-01-06
697,1,2015-01-06,2016-01-06
698,1,2015-01-06,2016-01-06
699,1,2015-01-06,2016-01-06
700,1,2015-01-06,2016-01-06
701,1,2015-01-06,2016-01-06
702,1,2015-01-06,2016-01-06
703,1,2015-01-06,2016-01-06
704,1,2015-01-06,2016-01-06
705,1,2015-01-06,2016-01-06
706,1,2015-01-06,2016-01-06
707,1,2015-01-06,2016-01-06
708,1,2015-01-06,2016-01-06
709,1,2015-01-06,2016-01-06
710,1,2015-01-06,2016-01-06
711,1,2015-01-06,2016-01-06
712,1,2015-01-06,2016-01-06
713,1,2015-01-06,2016-01-06
714,1,2015-01-06,2016-01-06
715,1,2015-01-06,2016-01-06
716,1,2015-01-06,2016-01-06
717,1,2015-01-06,2016-01-06
718,1,2015-01-06,2016-01-06
719,1,2015-01-06,2016-01-06
720,1,2015-01-06,2016-01-06
721,1,2015-01-06,2016-01-06
722,1,2015-01-06,2016-01-06
723,1,2015-01-06,2016-01-06
724,1,2015-01-06,2016-01-06
725,1,2015-01-06,2016-01-06
726,1,2015-01-06,2016-01-06
727,1,2015-01-06,2016-01-06
728,1,2015-01-06,2016-01-06
729,1,2015-01-06,2016-01-06
730,1,2015-01-06,2016-01-06
731,1,2015-01-06,2016-01-06
732,1,2015-01-06,2016-01-06
733,1,2015-01-06,2016-01-06
734,1,2015-01-06,2016-01-06
735,1,2015-01-06,2016-01-06
736,1,2015-01-06,2016-01-06
737,1,2015-01-06,2016-01-06
738,1,2015-01-06,2016-01-06
739,1,2015-01-06,2016-01-06
740,1,2015-01-06,2016-01-06
741,1,2015-01-06,2016-01-06
742,1,2015-01-06,2016-01-06
743,1,2015-01-06,2016-01-06
744,1,2015-01-06,2016-01-06
745,1,2015-01-06,2016-01-06
746,1,2015-01-06,2016-01-06
747,1,2015-01-06,2016-01-06
748,1,2015-01-06,2016-01-06
749,1,2015-01-06,2016-01-06
750,1,2015-01-06,2016-01-06
751,1,2015-01-06,2016-01-06
752,1,2015-01-06,2016-01-06
753,1,2015-01-06,2016-01-06
754,1,2015-01-06,2016-01-06
755,1,2015-01-06,2016-01-06
756,1,2015-01-06,2016-01-06
757,1,2015-01-06,2016-01-06
758,1,2015-01-06,2016-01-06
759,1,2015-01-06,2016-01-06
760,1,2015-01-06,2016-01-06
761,1,2015-01-06,2016-01-06
762,1,2015-01-06,2016-01-06
763,1,2015-01-06,2016-01-06
764,1,2015-01-06,2016-01-06
765,1,2015-01-06,2016-01-06
766,1,2015-01-06,2016-01-06
767,1,2015-01-06,2016-01-06
768,1,2015-01-06,2016-01-06
769,1,2015-01-06,2016-01-06
770,1,2015-01-06,2016-01-06
771,1,2015-01-06,2016-01-06
772,1,2015-01-06,2016-01-06
773,1,2015-01-06,2016-01-06
774,1,2015-01-06,2016-01-06
775,1,2015-01-06,2016-01-06
