orderID,orderTime,userID,couponsReceived,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon1Used,coupon2Used,coupon3Used,basketValue,couponsReceivedDate,couponsReceivedTime,couponsReceivedDoW,couponsReceivedWeekend,couponsReceivedFriSat,orderTimeDate,orderTimeTime,orderTimeDoW,orderTimeWeekend,orderTimeFriSat,batchID,couponsExpire,couponsSent,TimeBtwnSentRec,TimeBtwnRecExpire,TimeBtwnRecOrder,TimeBtwnOrderExpire,nCoupon1,nCoupon2,nCoupon3,nCoup1Col1,nCoup1Col2,nCoup1Col3,nCoup2Col1,nCoup2Col2,nCoup2Col3,nCoup3Col1,nCoup3Col2,nCoup3Col3,pCoup1Col1,pCoup1Col2,pCoup1Col3,pCoup2Col1,pCoup2Col2,pCoup2Col3,pCoup3Col1,pCoup3Col2,pCoup3Col3
6064,2015-03-10 15:48:04,user6,2015-03-10 15:40:00,cpn1490,2.32,2.32,1.88,0,brand3,prod10,cat1,cpn18,5.51,1.43,3.14,0,brand3,prod17,cat5,cpn2252,3.43,1.27,1.57,0,brand3,prod73,cat5,,,,,2015-03-10,0,Tuesday,0,0,2015-03-10,4,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,15.6663888888889,152.333611111111,0.134444444444444,152.199166666667,6,4,4,6,0,0,0,1,3,1,0,3,1,0,0,0,0.25,0.75,0.25,0,0.75
6065,2015-03-10 15:51:07,user2963,2015-03-10 14:48:38,cpn971,7.13,2.04,0.94,0,brand2,prod33,cat1,cpn623,6.67,1.85,1.26,0,brand3,prod36,cat3,cpn409,5.23,0.57,1.26,0,brand3,prod71,cat12,,,,,2015-03-10,38,Tuesday,0,0,2015-03-10,7,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,14.8102777777778,153.189722222222,1.04138888888889,152.148333333333,7,12,19,7,0,0,0,12,0,7,3,9,1,0,0,0,1,0,0.368421052631579,0.157894736842105,0.473684210526316
6066,2015-03-10 15:59:32,user561,2015-03-10 15:49:03,cpn269,13.52,7.51,0.63,1,brand4,prod7,cat1:cat7,cpn802,4.17,0.93,1.26,0,brand2,prod8,cat3:cat4,cpn814,3.61,2.41,1.88,0,brand5,prod100,cat2,,,,,2015-03-10,3,Tuesday,0,0,2015-03-10,32,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,15.8172222222222,152.182777777778,0.174722222222222,152.008055555556,17,24,48,17,0,0,0,24,0,2,12,34,1,0,0,0,1,0,0.0416666666666667,0.25,0.708333333333333
6067,2015-03-10 16:02:03,user2556,2015-03-10 15:44:30,cpn920,3.98,2.09,2.2,0,brand6,prod38,cat1:cat4,cpn619,5.51,1.1,1.26,1,brand4,prod11,cat3:cat7,cpn1001,5.09,2.04,1.26,0,brand5,prod58,cat5:cat15:cat2,,,,,2015-03-10,30,Tuesday,0,0,2015-03-10,3,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,15.7413888888889,152.258611111111,0.2925,151.966111111111,40,41,3,39,1,0,1,40,0,0,1,2,0.975,0.025,0,0.024390243902439,0.975609756097561,0,0,0.333333333333333,0.666666666666667
6068,2015-03-10 16:15:52,user2964,2015-03-10 15:30:17,cpn3347,4.35,2.18,1.26,0,brand3,prod106,cat8,cpn920,3.98,2.09,2.2,0,brand6,prod38,cat1:cat4,cpn296,5.74,1.59,1.57,0,brand3,prod28,cat3,,,,,2015-03-10,17,Tuesday,0,0,2015-03-10,52,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,15.5044444444444,152.495555555556,0.759722222222222,151.735833333333,1,40,40,1,0,0,39,1,0,0,38,2,1,0,0,0.975,0.025,0,0,0.95,0.05
6069,2015-03-10 16:16:29,user2965,2015-03-10 15:32:04,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,cpn62,4.45,1.48,0.94,0,brand3,prod44,cat16:cat5:cat17,cpn566,2.73,2.09,1.57,0,brand6,prod38,cat1,,,,,2015-03-10,4,Tuesday,0,0,2015-03-10,29,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,15.5341666666667,152.465833333333,0.740277777777778,151.725555555556,93,54,48,91,1,1,2,11,41,47,0,1,0.978494623655914,0.010752688172043,0.010752688172043,0.037037037037037,0.203703703703704,0.759259259259259,0.979166666666667,0,0.0208333333333333
6070,2015-03-10 16:19:53,user1183,2015-03-10 15:32:24,cpn917,5.37,3.58,0.94,0,brand3,prod63,cat5:cat18,cpn2356,2.87,0,1.26,0,brand3,prod63,cat5,cpn2895,11.48,0.38,1.57,0,brand3,prod23,cat13,,,,,2015-03-10,24,Tuesday,0,0,2015-03-10,53,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,15.5397222222222,152.460277777778,0.791388888888889,151.668888888889,12,5,3,4,2,6,0,3,2,0,1,2,0.333333333333333,0.166666666666667,0.5,0,0.6,0.4,0,0.333333333333333,0.666666666666667
6071,2015-03-10 16:21:31,user14,2015-03-10 16:06:29,cpn39,5.56,4.27,1.57,0,brand3,prod30,cat1,cpn40,11.44,1.31,1.88,0,brand2,prod26,cat3,cpn41,14.36,2.87,0.94,0,brand3,prod19,cat5,,,,,2015-03-10,29,Tuesday,0,0,2015-03-10,31,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.1077777777778,151.892222222222,0.250555555555556,151.641666666667,20,45,12,20,0,0,0,44,1,0,1,11,1,0,0,0,0.977777777777778,0.0222222222222222,0,0.0833333333333333,0.916666666666667
6072,2015-03-10 16:25:16,user2062,2015-03-10 16:23:45,cpn141,3.57,1.78,1.26,1,brand4,prod70,cat8:cat7,cpn453,5,1.43,1.57,0,brand3,prod46,cat3,cpn650,5.51,1.37,2.2,1,brand4,prod59,cat5:cat15:cat2,,,,,2015-03-10,45,Tuesday,0,0,2015-03-10,16,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.3955555555556,151.604444444444,0.0252777777777778,151.579166666667,10,15,21,10,0,0,0,15,0,0,4,17,1,0,0,0,1,0,0,0.19047619047619,0.80952380952381
6073,2015-03-10 16:26:56,user271,2015-03-10 15:10:52,cpn273,3.66,0,0.63,0,brand3,prod35,cat8,cpn567,9.59,1.18,0.94,0,brand3,prod2,cat16:cat3:cat2,cpn849,3.43,0,1.57,0,brand3,prod35,cat8:cat9,,,,,2015-03-10,52,Tuesday,0,0,2015-03-10,56,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,15.1808333333333,152.819166666667,1.26777777777778,151.551388888889,17,36,7,14,3,0,1,34,1,6,0,1,0.823529411764706,0.176470588235294,0,0.0277777777777778,0.944444444444444,0.0277777777777778,0.857142857142857,0,0.142857142857143
6074,2015-03-10 16:32:11,user2966,2015-03-10 16:15:24,cpn482,18.06,18.06,0.94,0,brand3,prod17,cat5,cpn3348,6.95,1.4,1.26,0,brand2,prod109,cat12:cat2,cpn3349,8.29,3.32,1.57,0,brand3,prod23,cat13,,,,,2015-03-10,24,Tuesday,0,0,2015-03-10,11,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.2563888888889,151.743611111111,0.279722222222222,151.463888888889,12,1,1,3,8,1,0,1,0,0,0,1,0.25,0.666666666666667,0.0833333333333333,0,1,0,0,0,1
6075,2015-03-10 16:33:50,user1837,2015-03-10 16:10:31,cpn454,22.23,11.11,0.94,0,brand5,prod7,cat1,cpn541,5.37,0.89,1.88,0,brand3,prod13,cat3,cpn3350,4.58,1.91,1.57,0,brand3,prod50,cat5,,,,,2015-03-10,31,Tuesday,0,0,2015-03-10,50,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.175,151.825,0.388611111111111,151.436388888889,9,14,1,9,0,0,0,14,0,0,0,1,1,0,0,0,1,0,0,0,1
6076,2015-03-10 16:37:11,user2967,2015-03-10 16:22:56,cpn693,11.48,0.35,1.57,0,brand3,prod23,cat13,cpn3351,11.07,7.37,1.57,0,brand3,prod65,cat13,cpn329,2.32,0.87,0.94,0,brand3,prod111,cat5,,,,,2015-03-10,56,Tuesday,0,0,2015-03-10,11,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.3819444444444,151.618055555556,0.2375,151.380555555556,4,1,10,1,1,2,0,1,0,0,4,6,0.25,0.25,0.5,0,1,0,0,0.4,0.6
6077,2015-03-10 16:38:38,user1799,2015-03-10 16:15:29,cpn576,7.32,2.93,0.94,1,brand4,prod33,cat1:cat7:cat4,cpn1478,3.66,0.73,1.26,0,brand5,prod58,cat5:cat2,cpn24,6.21,1.24,1.57,1,brand4,prod19,cat5,,,,,2015-03-10,29,Tuesday,0,0,2015-03-10,38,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.2577777777778,151.742222222222,0.385833333333333,151.356388888889,29,8,24,29,0,0,0,2,6,0,5,19,1,0,0,0,0.25,0.75,0,0.208333333333333,0.791666666666667
6078,2015-03-10 16:39:51,user826,2015-03-10 10:11:24,cpn444,12.5,15.62,0.94,0,brand5,prod40,cat1:cat2,cpn730,3.66,0,1.57,0,brand5,prod64,cat5:cat2,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,,,,,2015-03-10,24,Tuesday,0,0,2015-03-10,51,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,10.1897222222222,157.810277777778,6.47416666666667,151.336111111111,19,18,62,19,0,0,0,2,16,1,11,50,1,0,0,0,0.111111111111111,0.888888888888889,0.0161290322580645,0.17741935483871,0.806451612903226
6079,2015-03-10 16:42:06,user1251,2015-03-10 16:33:01,cpn701,6.44,0.71,1.57,0,brand3,prod71,cat12,cpn2742,3.52,1.85,3.14,0,brand3,prod44,cat5,cpn142,9.59,1.07,0.94,0,brand3,prod2,cat16:cat3:cat2,,,,,2015-03-10,1,Tuesday,0,0,2015-03-10,6,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.55,151.45,0.151388888888889,151.298611111111,5,3,29,1,3,1,0,2,1,2,23,4,0.2,0.6,0.2,0,0.666666666666667,0.333333333333333,0.0689655172413793,0.793103448275862,0.137931034482759
6080,2015-03-10 16:49:06,user2968,2015-03-10 16:02:01,cpn2651,10.14,3.07,1.26,0,brand3,prod109,cat12:cat9:cat2,cpn1038,9.35,2.33,1.26,1,brand4,prod51,cat8:cat7:cat19,cpn1139,5.74,1.15,3.14,0,brand3,prod24,cat5,,,,,2015-03-10,1,Tuesday,0,0,2015-03-10,6,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.0333333333333,151.966666666667,0.784722222222222,151.181944444444,7,10,13,3,2,2,9,1,0,1,3,9,0.428571428571429,0.285714285714286,0.285714285714286,0.9,0.1,0,0.0769230769230769,0.230769230769231,0.692307692307692
6081,2015-03-10 17:01:24,user2969,2015-03-10 16:35:25,cpn3056,2.64,2.64,0.63,0,brand3,prod60,cat5,cpn3039,2.64,2.64,0.63,0,brand3,prod60,cat5,cpn84,6.85,0.69,1.26,0,brand3,prod54,cat13,,,,,2015-03-10,25,Tuesday,0,0,2015-03-10,24,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.59,151.41,0.433055555555556,150.976944444444,2,2,6,1,0,1,0,1,1,1,1,4,0.5,0,0.5,0,0.5,0.5,0.166666666666667,0.166666666666667,0.666666666666667
6082,2015-03-10 17:08:34,user607,2015-03-10 16:29:40,cpn3065,5.33,2.13,1.88,0,brand3,prod31,cat1,cpn1084,7.78,2.88,1.57,0,brand3,prod86,cat3:cat4,cpn966,2.69,2.69,1.57,1,brand4,prod75,cat5:cat7,,,,,2015-03-10,40,Tuesday,0,0,2015-03-10,34,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.4941666666667,151.505833333333,0.648333333333333,150.8575,6,7,36,6,0,0,0,7,0,0,8,28,1,0,0,0,1,0,0,0.222222222222222,0.777777777777778
6083,2015-03-10 17:16:44,user623,2015-03-10 17:13:38,cpn132,3.43,1.37,0.94,0,brand3,prod68,cat8,cpn1939,6.11,1.91,1.57,0,brand3,prod46,cat3,cpn1107,4.45,0.94,1.26,0,brand3,prod143,cat5:cat2,,,,,2015-03-10,38,Tuesday,0,0,2015-03-10,44,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,17.2269444444444,150.773055555556,0.0516666666666667,150.721388888889,10,11,5,9,0,1,0,11,0,0,1,4,0.9,0,0.1,0,1,0,0,0.2,0.8
6084,2015-03-10 17:27:02,user828,2015-03-10 17:09:52,cpn97,5.84,5.84,1.26,1,brand4,prod40,cat1,cpn11,3.66,0.73,1.57,1,brand4,prod11,cat3:cat7:cat4,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,,,,,2015-03-10,52,Tuesday,0,0,2015-03-10,2,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,17.1641666666667,150.835833333333,0.286111111111111,150.549722222222,36,81,62,36,0,0,0,81,0,1,11,50,1,0,0,0,1,0,0.0161290322580645,0.17741935483871,0.806451612903226
6085,2015-03-10 17:33:27,user60,2015-03-10 17:03:34,cpn168,13.11,7.28,0.63,0,brand6,prod7,cat1,cpn944,9.91,1.23,1.26,0,brand3,prod93,cat10,cpn169,8.52,1.7,1.26,0,brand3,prod18,cat5,,,,,2015-03-10,34,Tuesday,0,0,2015-03-10,27,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,17.0591666666667,150.940833333333,0.498055555555556,150.442777777778,10,4,3,10,0,0,0,4,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
6086,2015-03-10 17:36:57,user2970,2015-03-10 17:12:20,cpn1116,5.51,2.2,1.57,0,brand3,prod81,cat1,cpn1115,8.29,2.36,1.57,0,brand3,prod28,cat3,cpn1105,8.29,3.45,1.26,0,brand3,prod57,cat5,,,,,2015-03-10,20,Tuesday,0,0,2015-03-10,57,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,17.2052777777778,150.794722222222,0.410277777777778,150.384444444444,9,15,7,8,1,0,0,15,0,1,2,4,0.888888888888889,0.111111111111111,0,0,1,0,0.142857142857143,0.285714285714286,0.571428571428571
6087,2015-03-10 17:57:32,user1641,2015-03-10 15:13:40,cpn2785,4.45,11.11,1.88,0,brand3,prod4,cat5,cpn1123,4.26,0.85,2.51,0,brand3,prod24,cat5:cat4,cpn256,4.12,3.43,1.26,0,brand3,prod12,cat5:cat9,,,,,2015-03-10,40,Tuesday,0,0,2015-03-10,32,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,15.2275,152.7725,2.73111111111111,150.041388888889,3,17,13,1,1,1,1,4,12,3,5,5,0.333333333333333,0.333333333333333,0.333333333333333,0.0588235294117647,0.235294117647059,0.705882352941177,0.230769230769231,0.384615384615385,0.384615384615385
6088,2015-03-10 18:06:50,user2243,2015-03-10 17:36:23,cpn156,7.32,2.08,1.57,0,brand6,prod74,cat1,cpn795,3.33,1.67,0.94,0,brand2,prod88,cat11:cat4:cat2,cpn2127,13.89,1.54,1.26,0,brand3,prod121,cat12,,,,,2015-03-10,23,Tuesday,0,0,2015-03-10,50,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,17.6061111111111,150.393888888889,0.5075,149.886388888889,69,9,4,67,0,2,5,4,0,1,1,2,0.971014492753623,0,0.0289855072463768,0.555555555555556,0.444444444444444,0,0.25,0.25,0.5
6089,2015-03-10 18:07:06,user614,2015-03-10 17:20:03,cpn139,3.98,3.98,1.57,0,brand1,prod40,cat1:cat2,cpn567,9.59,1.18,0.94,0,brand3,prod2,cat16:cat3:cat2,cpn167,5.93,3.95,2.51,0,brand5,prod37,cat5:cat15:cat4:cat2,,,,,2015-03-10,3,Tuesday,0,0,2015-03-10,6,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,17.3338888888889,150.666111111111,0.784166666666667,149.881944444444,19,36,38,18,0,1,1,34,1,1,5,32,0.947368421052632,0,0.0526315789473684,0.0277777777777778,0.944444444444444,0.0277777777777778,0.0263157894736842,0.131578947368421,0.842105263157895
6090,2015-03-10 18:24:08,user2971,2015-03-10 17:45:22,cpn3352,2.73,9.1,1.57,1,brand4,prod55,cat11:cat7,cpn476,2.96,0.59,0.94,0,brand3,prod135,cat11:cat15:cat4,cpn448,8.15,8.15,1.26,0,brand2,prod40,cat1,,,,,2015-03-10,22,Tuesday,0,0,2015-03-10,8,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,17.7558333333333,150.244166666667,0.646111111111111,149.598055555556,2,8,29,2,0,0,6,1,1,27,1,1,1,0,0,0.75,0.125,0.125,0.931034482758621,0.0344827586206897,0.0344827586206897
6091,2015-03-10 18:24:59,user2579,2015-03-10 17:02:54,cpn3353,6.07,1.21,6.28,0,brand19,prod123,cat27:cat1,cpn40,11.44,1.31,1.88,0,brand2,prod26,cat3,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,,,,,2015-03-10,54,Tuesday,0,0,2015-03-10,59,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,17.0480555555556,150.951944444444,1.36805555555556,149.583888888889,4,45,62,4,0,0,0,44,1,1,11,50,1,0,0,0,0.977777777777778,0.0222222222222222,0.0161290322580645,0.17741935483871,0.806451612903226
6092,2015-03-10 18:27:28,user787,2015-03-10 15:53:59,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,cpn415,8.24,3.3,1.26,1,brand4,prod86,cat3:cat7,cpn1050,8.61,1.72,1.26,0,brand3,prod18,cat5,,,,,2015-03-10,59,Tuesday,0,0,2015-03-10,28,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,15.8994444444444,152.100555555556,2.55805555555556,149.5425,109,26,14,109,0,0,0,26,0,1,3,10,1,0,0,0,1,0,0.0714285714285714,0.214285714285714,0.714285714285714
6093,2015-03-10 18:30:53,user606,2015-03-10 16:50:31,cpn1082,5.79,4.82,1.57,0,brand3,prod40,cat1,cpn626,5.51,2.75,1.57,0,brand5,prod64,cat5:cat15:cat2,cpn1018,4.17,0.83,1.57,0,brand3,prod85,cat5,,,,,2015-03-10,31,Tuesday,0,0,2015-03-10,53,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.8416666666667,151.158333333333,1.67277777777778,149.485555555556,18,16,6,18,0,0,0,5,11,1,1,4,1,0,0,0,0.3125,0.6875,0.166666666666667,0.166666666666667,0.666666666666667
6094,2015-03-10 18:52:13,user2972,2015-03-10 18:18:12,cpn336,5.28,0.58,1.26,0,brand3,prod71,cat12,cpn523,3.33,4.17,1.57,0,brand2,prod1,cat1,cpn2294,10.1,0,1.57,0,brand21,prod3,cat5:cat15:cat9,,,,,2015-03-10,12,Tuesday,0,0,2015-03-10,13,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,18.3030555555556,149.696944444444,0.566944444444444,149.13,17,4,3,6,7,4,3,1,0,0,0,3,0.352941176470588,0.411764705882353,0.235294117647059,0.75,0.25,0,0,0,1
6095,2015-03-10 18:56:27,user1386,2015-03-10 16:32:17,cpn920,3.98,2.09,2.2,0,brand6,prod38,cat1:cat4,cpn445,6.44,0.89,1.57,0,brand2,prod28,cat3,cpn215,5.37,2.98,1.57,0,brand5,prod29,cat5:cat15:cat2,,,,,2015-03-10,17,Tuesday,0,0,2015-03-10,27,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,16.5377777777778,151.462222222222,2.40277777777778,149.059444444444,40,8,17,39,1,0,0,8,0,0,1,16,0.975,0.025,0,0,1,0,0,0.0588235294117647,0.941176470588235
6096,2015-03-10 18:58:34,user59,2015-03-10 17:49:50,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,cpn166,8.1,0.9,1.26,0,brand12,prod2,cat16:cat3:cat4:cat2:cat17,cpn167,5.93,3.95,2.51,0,brand5,prod37,cat5:cat15:cat4:cat2,,,,,2015-03-10,50,Tuesday,0,0,2015-03-10,34,Tuesday,0,0,10,2015-03-17 00:00:01,2015-03-10 00:00:01,17.8302777777778,150.169722222222,1.14555555555556,149.024166666667,109,42,38,109,0,0,0,39,3,1,5,32,1,0,0,0,0.928571428571429,0.0714285714285714,0.0263157894736842,0.131578947368421,0.842105263157895
