orderID,TimeBtwnRecExpire,coupon2Used,basketValue,coupon3Used,TimeBtwnOrderExpire,premiumProduct1,reward2,premiumProduct2,brand2,productGroup2,orderTimeWeekend,orderTimeFriSat,couponID1,price1,basePrice1,reward1,productGroup3,couponsSent,userID,coupon1Used,TimeBtwnRecOrder,productGroup1,brand3,couponsReceivedDate,couponsReceivedTime,couponsReceivedDoW,couponsReceivedWeekend,categoryIDs2,couponID3,price3,basePrice3,reward3,premiumProduct3,couponsExpire,couponsReceived,orderTime,TimeBtwnSentRec,brand1,categoryIDs3,batchID,categoryIDs1,couponID2,price2,basePrice2,couponsReceivedFriSat,orderTimeDate,orderTimeTime,orderTimeDoW
6064,152.333611111111,,,,152.199166666667,0,3.14,0,brand3,prod17,0,0,cpn1490,2.32,2.32,1.88,prod73,2015-03-10 00:00:01,user6,,0.134444444444444,prod10,brand3,2015-03-10,0,Tuesday,0,cat5,cpn2252,3.43,1.27,1.57,0,2015-03-17 00:00:01,2015-03-10 15:40:00,2015-03-10 15:48:04,15.6663888888889,brand3,cat5,10,cat1,cpn18,5.51,1.43,0,2015-03-10,4,Tuesday
6065,153.189722222222,,,,152.148333333333,0,1.26,0,brand3,prod36,0,0,cpn971,7.13,2.04,0.94,prod71,2015-03-10 00:00:01,user2963,,1.04138888888889,prod33,brand3,2015-03-10,38,Tuesday,0,cat3,cpn409,5.23,0.57,1.26,0,2015-03-17 00:00:01,2015-03-10 14:48:38,2015-03-10 15:51:07,14.8102777777778,brand2,cat12,10,cat1,cpn623,6.67,1.85,0,2015-03-10,7,Tuesday
6066,152.182777777778,,,,152.008055555556,1,1.26,0,brand2,prod8,0,0,cpn269,13.52,7.51,0.63,prod100,2015-03-10 00:00:01,user561,,0.174722222222222,prod7,brand5,2015-03-10,3,Tuesday,0,cat3:cat4,cpn814,3.61,2.41,1.88,0,2015-03-17 00:00:01,2015-03-10 15:49:03,2015-03-10 15:59:32,15.8172222222222,brand4,cat2,10,cat1:cat7,cpn802,4.17,0.93,0,2015-03-10,32,Tuesday
6067,152.258611111111,,,,151.966111111111,0,1.26,1,brand4,prod11,0,0,cpn920,3.98,2.09,2.2,prod58,2015-03-10 00:00:01,user2556,,0.2925,prod38,brand5,2015-03-10,30,Tuesday,0,cat3:cat7,cpn1001,5.09,2.04,1.26,0,2015-03-17 00:00:01,2015-03-10 15:44:30,2015-03-10 16:02:03,15.7413888888889,brand6,cat5:cat15:cat2,10,cat1:cat4,cpn619,5.51,1.1,0,2015-03-10,3,Tuesday
6068,152.495555555556,,,,151.735833333333,0,2.2,0,brand6,prod38,0,0,cpn3347,4.35,2.18,1.26,prod28,2015-03-10 00:00:01,user2964,,0.759722222222222,prod106,brand3,2015-03-10,17,Tuesday,0,cat1:cat4,cpn296,5.74,1.59,1.57,0,2015-03-17 00:00:01,2015-03-10 15:30:17,2015-03-10 16:15:52,15.5044444444444,brand3,cat3,10,cat8,cpn920,3.98,2.09,0,2015-03-10,52,Tuesday
6069,152.465833333333,,,,151.725555555556,0,0.94,0,brand3,prod44,0,0,cpn283,10.98,3.43,1.57,prod38,2015-03-10 00:00:01,user2965,,0.740277777777778,prod31,brand6,2015-03-10,4,Tuesday,0,cat16:cat5:cat17,cpn566,2.73,2.09,1.57,0,2015-03-17 00:00:01,2015-03-10 15:32:04,2015-03-10 16:16:29,15.5341666666667,brand2,cat1,10,cat1,cpn62,4.45,1.48,0,2015-03-10,29,Tuesday
6070,152.460277777778,,,,151.668888888889,0,1.26,0,brand3,prod63,0,0,cpn917,5.37,3.58,0.94,prod23,2015-03-10 00:00:01,user1183,,0.791388888888889,prod63,brand3,2015-03-10,24,Tuesday,0,cat5,cpn2895,11.48,0.38,1.57,0,2015-03-17 00:00:01,2015-03-10 15:32:24,2015-03-10 16:19:53,15.5397222222222,brand3,cat13,10,cat5:cat18,cpn2356,2.87,0,0,2015-03-10,53,Tuesday
6071,151.892222222222,,,,151.641666666667,0,1.88,0,brand2,prod26,0,0,cpn39,5.56,4.27,1.57,prod19,2015-03-10 00:00:01,user14,,0.250555555555556,prod30,brand3,2015-03-10,29,Tuesday,0,cat3,cpn41,14.36,2.87,0.94,0,2015-03-17 00:00:01,2015-03-10 16:06:29,2015-03-10 16:21:31,16.1077777777778,brand3,cat5,10,cat1,cpn40,11.44,1.31,0,2015-03-10,31,Tuesday
6072,151.604444444444,,,,151.579166666667,1,1.57,0,brand3,prod46,0,0,cpn141,3.57,1.78,1.26,prod59,2015-03-10 00:00:01,user2062,,0.0252777777777778,prod70,brand4,2015-03-10,45,Tuesday,0,cat3,cpn650,5.51,1.37,2.2,1,2015-03-17 00:00:01,2015-03-10 16:23:45,2015-03-10 16:25:16,16.3955555555556,brand4,cat5:cat15:cat2,10,cat8:cat7,cpn453,5,1.43,0,2015-03-10,16,Tuesday
6073,152.819166666667,,,,151.551388888889,0,0.94,0,brand3,prod2,0,0,cpn273,3.66,0,0.63,prod35,2015-03-10 00:00:01,user271,,1.26777777777778,prod35,brand3,2015-03-10,52,Tuesday,0,cat16:cat3:cat2,cpn849,3.43,0,1.57,0,2015-03-17 00:00:01,2015-03-10 15:10:52,2015-03-10 16:26:56,15.1808333333333,brand3,cat8:cat9,10,cat8,cpn567,9.59,1.18,0,2015-03-10,56,Tuesday
6074,151.743611111111,,,,151.463888888889,0,1.26,0,brand2,prod109,0,0,cpn482,18.06,18.06,0.94,prod23,2015-03-10 00:00:01,user2966,,0.279722222222222,prod17,brand3,2015-03-10,24,Tuesday,0,cat12:cat2,cpn3349,8.29,3.32,1.57,0,2015-03-17 00:00:01,2015-03-10 16:15:24,2015-03-10 16:32:11,16.2563888888889,brand3,cat13,10,cat5,cpn3348,6.95,1.4,0,2015-03-10,11,Tuesday
6075,151.825,,,,151.436388888889,0,1.88,0,brand3,prod13,0,0,cpn454,22.23,11.11,0.94,prod50,2015-03-10 00:00:01,user1837,,0.388611111111111,prod7,brand3,2015-03-10,31,Tuesday,0,cat3,cpn3350,4.58,1.91,1.57,0,2015-03-17 00:00:01,2015-03-10 16:10:31,2015-03-10 16:33:50,16.175,brand5,cat5,10,cat1,cpn541,5.37,0.89,0,2015-03-10,50,Tuesday
6076,151.618055555556,,,,151.380555555556,0,1.57,0,brand3,prod65,0,0,cpn693,11.48,0.35,1.57,prod111,2015-03-10 00:00:01,user2967,,0.2375,prod23,brand3,2015-03-10,56,Tuesday,0,cat13,cpn329,2.32,0.87,0.94,0,2015-03-17 00:00:01,2015-03-10 16:22:56,2015-03-10 16:37:11,16.3819444444444,brand3,cat5,10,cat13,cpn3351,11.07,7.37,0,2015-03-10,11,Tuesday
6077,151.742222222222,,,,151.356388888889,1,1.26,0,brand5,prod58,0,0,cpn576,7.32,2.93,0.94,prod19,2015-03-10 00:00:01,user1799,,0.385833333333333,prod33,brand4,2015-03-10,29,Tuesday,0,cat5:cat2,cpn24,6.21,1.24,1.57,1,2015-03-17 00:00:01,2015-03-10 16:15:29,2015-03-10 16:38:38,16.2577777777778,brand4,cat5,10,cat1:cat7:cat4,cpn1478,3.66,0.73,0,2015-03-10,38,Tuesday
6078,157.810277777778,,,,151.336111111111,0,1.57,0,brand5,prod64,0,0,cpn444,12.5,15.62,0.94,prod37,2015-03-10 00:00:01,user826,,6.47416666666667,prod40,brand4,2015-03-10,24,Tuesday,0,cat5:cat2,cpn90,3.43,0.48,2.2,1,2015-03-17 00:00:01,2015-03-10 10:11:24,2015-03-10 16:39:51,10.1897222222222,brand5,cat5:cat7,10,cat1:cat2,cpn730,3.66,0,0,2015-03-10,51,Tuesday
6079,151.45,,,,151.298611111111,0,3.14,0,brand3,prod44,0,0,cpn701,6.44,0.71,1.57,prod2,2015-03-10 00:00:01,user1251,,0.151388888888889,prod71,brand3,2015-03-10,1,Tuesday,0,cat5,cpn142,9.59,1.07,0.94,0,2015-03-17 00:00:01,2015-03-10 16:33:01,2015-03-10 16:42:06,16.55,brand3,cat16:cat3:cat2,10,cat12,cpn2742,3.52,1.85,0,2015-03-10,6,Tuesday
6080,151.966666666667,,,,151.181944444444,0,1.26,1,brand4,prod51,0,0,cpn2651,10.14,3.07,1.26,prod24,2015-03-10 00:00:01,user2968,,0.784722222222222,prod109,brand3,2015-03-10,1,Tuesday,0,cat8:cat7:cat19,cpn1139,5.74,1.15,3.14,0,2015-03-17 00:00:01,2015-03-10 16:02:01,2015-03-10 16:49:06,16.0333333333333,brand3,cat5,10,cat12:cat9:cat2,cpn1038,9.35,2.33,0,2015-03-10,6,Tuesday
6081,151.41,,,,150.976944444444,0,0.63,0,brand3,prod60,0,0,cpn3056,2.64,2.64,0.63,prod54,2015-03-10 00:00:01,user2969,,0.433055555555556,prod60,brand3,2015-03-10,25,Tuesday,0,cat5,cpn84,6.85,0.69,1.26,0,2015-03-17 00:00:01,2015-03-10 16:35:25,2015-03-10 17:01:24,16.59,brand3,cat13,10,cat5,cpn3039,2.64,2.64,0,2015-03-10,24,Tuesday
6082,151.505833333333,,,,150.8575,0,1.57,0,brand3,prod86,0,0,cpn3065,5.33,2.13,1.88,prod75,2015-03-10 00:00:01,user607,,0.648333333333333,prod31,brand4,2015-03-10,40,Tuesday,0,cat3:cat4,cpn966,2.69,2.69,1.57,1,2015-03-17 00:00:01,2015-03-10 16:29:40,2015-03-10 17:08:34,16.4941666666667,brand3,cat5:cat7,10,cat1,cpn1084,7.78,2.88,0,2015-03-10,34,Tuesday
6083,150.773055555556,,,,150.721388888889,0,1.57,0,brand3,prod46,0,0,cpn132,3.43,1.37,0.94,prod143,2015-03-10 00:00:01,user623,,0.0516666666666667,prod68,brand3,2015-03-10,38,Tuesday,0,cat3,cpn1107,4.45,0.94,1.26,0,2015-03-17 00:00:01,2015-03-10 17:13:38,2015-03-10 17:16:44,17.2269444444444,brand3,cat5:cat2,10,cat8,cpn1939,6.11,1.91,0,2015-03-10,44,Tuesday
6084,150.835833333333,,,,150.549722222222,1,1.57,1,brand4,prod11,0,0,cpn97,5.84,5.84,1.26,prod37,2015-03-10 00:00:01,user828,,0.286111111111111,prod40,brand4,2015-03-10,52,Tuesday,0,cat3:cat7:cat4,cpn90,3.43,0.48,2.2,1,2015-03-17 00:00:01,2015-03-10 17:09:52,2015-03-10 17:27:02,17.1641666666667,brand4,cat5:cat7,10,cat1,cpn11,3.66,0.73,0,2015-03-10,2,Tuesday
6085,150.940833333333,,,,150.442777777778,0,1.26,0,brand3,prod93,0,0,cpn168,13.11,7.28,0.63,prod18,2015-03-10 00:00:01,user60,,0.498055555555556,prod7,brand3,2015-03-10,34,Tuesday,0,cat10,cpn169,8.52,1.7,1.26,0,2015-03-17 00:00:01,2015-03-10 17:03:34,2015-03-10 17:33:27,17.0591666666667,brand6,cat5,10,cat1,cpn944,9.91,1.23,0,2015-03-10,27,Tuesday
6086,150.794722222222,,,,150.384444444444,0,1.57,0,brand3,prod28,0,0,cpn1116,5.51,2.2,1.57,prod57,2015-03-10 00:00:01,user2970,,0.410277777777778,prod81,brand3,2015-03-10,20,Tuesday,0,cat3,cpn1105,8.29,3.45,1.26,0,2015-03-17 00:00:01,2015-03-10 17:12:20,2015-03-10 17:36:57,17.2052777777778,brand3,cat5,10,cat1,cpn1115,8.29,2.36,0,2015-03-10,57,Tuesday
6087,152.7725,,,,150.041388888889,0,2.51,0,brand3,prod24,0,0,cpn2785,4.45,11.11,1.88,prod12,2015-03-10 00:00:01,user1641,,2.73111111111111,prod4,brand3,2015-03-10,40,Tuesday,0,cat5:cat4,cpn256,4.12,3.43,1.26,0,2015-03-17 00:00:01,2015-03-10 15:13:40,2015-03-10 17:57:32,15.2275,brand3,cat5:cat9,10,cat5,cpn1123,4.26,0.85,0,2015-03-10,32,Tuesday
6088,150.393888888889,,,,149.886388888889,0,0.94,0,brand2,prod88,0,0,cpn156,7.32,2.08,1.57,prod121,2015-03-10 00:00:01,user2243,,0.5075,prod74,brand3,2015-03-10,23,Tuesday,0,cat11:cat4:cat2,cpn2127,13.89,1.54,1.26,0,2015-03-17 00:00:01,2015-03-10 17:36:23,2015-03-10 18:06:50,17.6061111111111,brand6,cat12,10,cat1,cpn795,3.33,1.67,0,2015-03-10,50,Tuesday
6089,150.666111111111,,,,149.881944444444,0,0.94,0,brand3,prod2,0,0,cpn139,3.98,3.98,1.57,prod37,2015-03-10 00:00:01,user614,,0.784166666666667,prod40,brand5,2015-03-10,3,Tuesday,0,cat16:cat3:cat2,cpn167,5.93,3.95,2.51,0,2015-03-17 00:00:01,2015-03-10 17:20:03,2015-03-10 18:07:06,17.3338888888889,brand1,cat5:cat15:cat4:cat2,10,cat1:cat2,cpn567,9.59,1.18,0,2015-03-10,6,Tuesday
6090,150.244166666667,,,,149.598055555556,1,0.94,0,brand3,prod135,0,0,cpn3352,2.73,9.1,1.57,prod40,2015-03-10 00:00:01,user2971,,0.646111111111111,prod55,brand2,2015-03-10,22,Tuesday,0,cat11:cat15:cat4,cpn448,8.15,8.15,1.26,0,2015-03-17 00:00:01,2015-03-10 17:45:22,2015-03-10 18:24:08,17.7558333333333,brand4,cat1,10,cat11:cat7,cpn476,2.96,0.59,0,2015-03-10,8,Tuesday
6091,150.951944444444,,,,149.583888888889,0,1.88,0,brand2,prod26,0,0,cpn3353,6.07,1.21,6.28,prod37,2015-03-10 00:00:01,user2579,,1.36805555555556,prod123,brand4,2015-03-10,54,Tuesday,0,cat3,cpn90,3.43,0.48,2.2,1,2015-03-17 00:00:01,2015-03-10 17:02:54,2015-03-10 18:24:59,17.0480555555556,brand19,cat5:cat7,10,cat27:cat1,cpn40,11.44,1.31,0,2015-03-10,59,Tuesday
6092,152.100555555556,,,,149.5425,0,1.26,1,brand4,prod86,0,0,cpn318,7.41,1.85,1.26,prod18,2015-03-10 00:00:01,user787,,2.55805555555556,prod7,brand3,2015-03-10,59,Tuesday,0,cat3:cat7,cpn1050,8.61,1.72,1.26,0,2015-03-17 00:00:01,2015-03-10 15:53:59,2015-03-10 18:27:28,15.8994444444444,brand6,cat5,10,cat1:cat4,cpn415,8.24,3.3,0,2015-03-10,28,Tuesday
6093,151.158333333333,,,,149.485555555556,0,1.57,0,brand5,prod64,0,0,cpn1082,5.79,4.82,1.57,prod85,2015-03-10 00:00:01,user606,,1.67277777777778,prod40,brand3,2015-03-10,31,Tuesday,0,cat5:cat15:cat2,cpn1018,4.17,0.83,1.57,0,2015-03-17 00:00:01,2015-03-10 16:50:31,2015-03-10 18:30:53,16.8416666666667,brand3,cat5,10,cat1,cpn626,5.51,2.75,0,2015-03-10,53,Tuesday
6094,149.696944444444,,,,149.13,0,1.57,0,brand2,prod1,0,0,cpn336,5.28,0.58,1.26,prod3,2015-03-10 00:00:01,user2972,,0.566944444444444,prod71,brand21,2015-03-10,12,Tuesday,0,cat1,cpn2294,10.1,0,1.57,0,2015-03-17 00:00:01,2015-03-10 18:18:12,2015-03-10 18:52:13,18.3030555555556,brand3,cat5:cat15:cat9,10,cat12,cpn523,3.33,4.17,0,2015-03-10,13,Tuesday
6095,151.462222222222,,,,149.059444444444,0,1.57,0,brand2,prod28,0,0,cpn920,3.98,2.09,2.2,prod29,2015-03-10 00:00:01,user1386,,2.40277777777778,prod38,brand5,2015-03-10,17,Tuesday,0,cat3,cpn215,5.37,2.98,1.57,0,2015-03-17 00:00:01,2015-03-10 16:32:17,2015-03-10 18:56:27,16.5377777777778,brand6,cat5:cat15:cat2,10,cat1:cat4,cpn445,6.44,0.89,0,2015-03-10,27,Tuesday
6096,150.169722222222,,,,149.024166666667,0,1.26,0,brand12,prod2,0,0,cpn318,7.41,1.85,1.26,prod37,2015-03-10 00:00:01,user59,,1.14555555555556,prod7,brand5,2015-03-10,50,Tuesday,0,cat16:cat3:cat4:cat2:cat17,cpn167,5.93,3.95,2.51,0,2015-03-17 00:00:01,2015-03-10 17:49:50,2015-03-10 18:58:34,17.8302777777778,brand6,cat5:cat15:cat4:cat2,10,cat1:cat4,cpn166,8.1,0.9,0,2015-03-10,34,Tuesday
6097,149.71,,,,148.877222222222,0,1.26,0,brand3,prod57,0,0,cpn825,6.39,2.13,0.94,prod57,2015-03-10 00:00:01,user2973,,0.832777777777778,prod42,brand3,2015-03-10,25,Tuesday,0,cat5,cpn534,8.29,3.45,1.26,0,2015-03-17 00:00:01,2015-03-10 18:17:25,2015-03-10 19:07:23,18.29,brand2,cat5,10,cat1,cpn1105,8.29,3.45,0,2015-03-10,23,Tuesday
6098,152.829166666667,,,,148.802777777778,0,1.26,0,brand3,prod44,0,0,cpn162,5.51,0,1.26,prod58,2015-03-10 00:00:01,user2974,,4.02638888888889,prod35,brand3,2015-03-10,16,Tuesday,0,cat5:cat18,cpn3354,2.32,0.46,1.57,0,2015-03-17 00:00:01,2015-03-10 15:10:16,2015-03-10 19:11:51,15.1708333333333,brand6,cat5,10,cat8:cat4,cpn1009,3.66,2.15,0,2015-03-10,51,Tuesday
6099,149.621388888889,,,,148.732222222222,1,1.26,0,brand3,prod98,0,0,cpn150,12.5,7.35,0.63,prod59,2015-03-10 00:00:01,user54,,0.889166666666667,prod7,brand5,2015-03-10,44,Tuesday,0,cat10,cpn151,5.09,1.69,1.26,0,2015-03-17 00:00:01,2015-03-10 18:22:44,2015-03-10 19:16:05,18.3786111111111,brand4,cat5:cat15:cat4:cat2,10,cat1:cat7,cpn2805,6.02,1.82,0,2015-03-10,5,Tuesday
6100,149.4325,,,,148.625833333333,1,1.88,1,brand4,prod100,0,0,cpn302,8.29,8.29,1.26,prod85,2015-03-10 00:00:01,user880,,0.806666666666667,prod40,brand3,2015-03-10,4,Tuesday,0,cat7,cpn1026,3.66,2.52,0.94,1,2015-03-17 00:00:01,2015-03-10 18:34:04,2015-03-10 19:22:28,18.5675,brand4,cat5:cat7,10,cat1:cat4,cpn2033,2.73,0,0,2015-03-10,28,Tuesday
6101,148.812777777778,,,,148.558888888889,1,1.26,1,brand4,prod86,0,0,cpn22,9.17,2.04,0.94,prod17,2015-03-10 00:00:01,user172,,0.253888888888889,prod7,brand4,2015-03-10,15,Tuesday,0,cat3:cat7,cpn416,8.29,1.66,1.57,1,2015-03-17 00:00:01,2015-03-10 19:11:15,2015-03-10 19:26:29,19.1872222222222,brand4,cat5,10,cat1:cat7,cpn415,8.24,3.3,0,2015-03-10,29,Tuesday
6102,149.218055555556,,,,148.481666666667,0,1.26,0,brand3,prod49,0,0,cpn3293,3.33,1.41,1.26,prod14,2015-03-10 00:00:01,user2975,,0.736388888888889,prod173,brand2,2015-03-10,56,Tuesday,0,cat5,cpn3355,3.43,1.71,1.26,0,2015-03-17 00:00:01,2015-03-10 18:46:56,2015-03-10 19:31:07,18.7819444444444,brand3,cat5,10,cat8,cpn2875,3.66,0.57,0,2015-03-10,7,Tuesday
6103,149.177222222222,,,,148.425277777778,0,2.51,0,brand2,prod86,0,0,cpn165,4.17,2.6,1.57,prod3,2015-03-10 00:00:01,user673,,0.751944444444444,prod76,brand5,2015-03-10,23,Tuesday,0,cat3,cpn1158,10.93,4.37,1.88,0,2015-03-17 00:00:01,2015-03-10 18:49:23,2015-03-10 19:34:30,18.8227777777778,brand6,cat5:cat15:cat2,10,cat1:cat4,cpn2103,2.32,1.54,0,2015-03-10,30,Tuesday
6104,148.496388888889,,,,148.306388888889,0,0.94,0,brand3,prod24,0,0,cpn1670,6.39,18.26,1.26,prod71,2015-03-10 00:00:01,user2519,,0.19,prod4,brand3,2015-03-10,14,Tuesday,0,cat5:cat4,cpn144,4.49,0.49,0,0,2015-03-17 00:00:01,2015-03-10 19:30:14,2015-03-10 19:41:38,19.5036111111111,brand5,cat16:cat12,10,cat5:cat2,cpn975,2.73,2.73,0,2015-03-10,38,Tuesday
6105,149.0225,,,,148.230555555556,0,1.88,0,brand3,prod171,0,0,cpn318,7.41,1.85,1.26,prod171,2015-03-10 00:00:01,user2976,,0.791944444444444,prod7,brand3,2015-03-10,40,Tuesday,0,cat5:cat18,cpn2509,5.09,0.69,1.57,0,2015-03-17 00:00:01,2015-03-10 18:58:40,2015-03-10 19:46:11,18.9775,brand6,cat5:cat18,10,cat1:cat4,cpn2498,5.51,2.9,0,2015-03-10,11,Tuesday
6106,148.234444444444,,,,148.020555555556,1,1.57,0,brand3,prod11,0,0,cpn302,8.29,8.29,1.26,prod59,2015-03-10 00:00:01,user225,,0.213888888888889,prod40,brand5,2015-03-10,57,Tuesday,0,cat3,cpn151,5.09,1.69,1.26,0,2015-03-17 00:00:01,2015-03-10 19:45:57,2015-03-10 19:58:47,19.7655555555556,brand4,cat5:cat15:cat4:cat2,10,cat1:cat4,cpn515,6.02,0.75,0,2015-03-10,47,Tuesday
6107,149.441111111111,,,,147.799166666667,1,1.26,0,brand3,prod2,0,0,cpn648,5.51,11.02,3.14,prod157,2015-03-10 00:00:01,user1960,,1.64194444444444,prod7,brand4,2015-03-10,33,Tuesday,0,cat16:cat3:cat4:cat2:cat17,cpn1792,3.66,3.2,1.57,1,2015-03-17 00:00:01,2015-03-10 18:33:33,2015-03-10 20:12:04,18.5588888888889,brand4,cat5:cat7,10,cat1:cat7,cpn338,8.1,0.9,0,2015-03-10,4,Tuesday
6108,148.303888888889,,,,147.798333333333,0,1.57,1,brand4,prod11,0,0,cpn546,6.21,8.86,1.57,prod3,2015-03-10 00:00:01,user237,,0.505555555555556,prod40,brand3,2015-03-10,47,Tuesday,0,cat3,cpn3,12.92,12.92,2.2,0,2015-03-17 00:00:01,2015-03-10 19:41:47,2015-03-10 20:12:07,19.6961111111111,brand7,cat5:cat4:cat2,10,cat1:cat15,cpn1481,2.73,0.78,0,2015-03-10,7,Tuesday
6109,151.355555555556,,,,147.7275,0,1.88,0,brand2,prod2,0,0,cpn3296,2.78,2.13,1.26,prod100,2015-03-10 00:00:01,user1525,,3.62805555555556,prod38,brand5,2015-03-10,41,Tuesday,0,cat3,cpn814,3.61,2.41,1.88,0,2015-03-17 00:00:01,2015-03-10 16:38:41,2015-03-10 20:16:22,16.6444444444444,brand6,cat2,10,cat1,cpn1747,7.36,0.82,0,2015-03-10,22,Tuesday
6110,147.646388888889,,,,147.571666666667,0,0.63,0,brand2,prod11,0,0,cpn3356,5.51,3.94,0.63,prod59,2015-03-10 00:00:01,user1216,,0.0747222222222222,prod185,brand4,2015-03-10,14,Tuesday,0,cat3,cpn373,2.5,0.5,1.26,1,2015-03-17 00:00:01,2015-03-10 20:21:14,2015-03-10 20:25:43,20.3536111111111,brand3,cat5:cat7,10,cat8:cat26,cpn447,5.56,1.11,0,2015-03-10,43,Tuesday
