couponID,smart_label
bdb70ee7d18298bd7799b6789f8c41fe,cpn234
a768b21d8cdef1677797e5e294c2a810,cpn235
c37d593ebcd45d474d7142187a0668dd,cpn236
8a1c01aeb734af45bfc2cef72b752f46,cpn237
5679af8b9a02353a77bac2111b1d1590,cpn238
238dad40f1d725e1a335714016d3fe90,cpn239
0d98d1da34d77def3c477bc2454e1d7f,cpn240
d5eeb702e67d00d0077db83793a1971d,cpn241
b077007fb35d86fd4069673ec867fd02,cpn242
04807b59c0881b3c5dd54d421684e0ef,cpn243
96153344816455470955917a2068ee4f,cpn244
685f8f8b1cce90ed8e963ae588c0f4b9,cpn245
4b5f51e5d1aee2d0ebfc1369cd19e8b8,cpn246
c930e016f79f1a2c3d6539098dc6b302,cpn247
53a884156608d97ea990a635d8216a71,cpn248
56a313fda57279b5f11de36c2b04ae34,cpn249
198a687595c42b41be44b8196d98a9d1,cpn250
7f5fcc6e3bf0cc8dd244a0c8e5f8974c,cpn251
97358c8895bed45582a1f17cba8f855e,cpn252
d010db2a819ec9af128e22dbe672117a,cpn253
0cc2b418c1c323e55e0d9f542bb64ea6,cpn254
fd0df77e24042cf619442fcf685a98a7,cpn255
ca8bb397184eb63ab0e5c27f83687a05,cpn256
2ecba417f3032469c8360a3d0cd7f5db,cpn257
862e5ae97cc4cb05e667878807d17e9c,cpn258
9ee26f2233ac86db28c5927ef8c650e7,cpn259
21e52eb626ae00a28c964fb1a98a09a9,cpn260
ee539178e2b43693adf97329a91ca6fa,cpn261
956b82cf9bde5bf2f5ed49ea9c3829b6,cpn262
1e6b3455fe8b435347cee8d937773b12,cpn263
89d4160e3777e0b1f295a60d924a5e86,cpn264
121bb62b6169f5b95ecac6123b36cd8f,cpn265
65fe06e6ca7f989c078a1dfa2d0008c5,cpn266
bb95e1c89d0d91f5b5d1aec59b884e87,cpn267
d1c98a7607720cf08eab000411edf0a3,cpn268
1ee10e695efe6b737b50dfdb4947c094,cpn269
0df15cf1ae43f8b27cf815e1401a5eb1,cpn270
9c63aa534a1b922961be162564ee92c8,cpn271
ad283ed54bf2e53aa34bd559fda94b84,cpn272
19f60e2269ef0104ea484be2383b177a,cpn273
48256d954fad790bcafd8035f9289c38,cpn274
8d27a48deb1189633f26d44d8c6f82fd,cpn275
11582892bb4c5725843936bb0b749f35,cpn276
2fe8a7773d35fb3a06a653d95456d6c5,cpn277
c09204a32e15af6d4685399f831f2e14,cpn278
cfc3a4ccad19931dfa44fceae691d2a3,cpn279
84f450c64eb86584d17d2f6d6e661555,cpn280
22b09cf6cd5b463c54691f26cc1e5723,cpn281
14770c4a5933094eb2a95d98d51b8557,cpn282
bb623910da0cd111d78b795070b3a081,cpn283
6199453590b6a14bced7f12a24ebc0db,cpn284
67881e55af26e0645a204059cb747609,cpn285
745e24d5057523219d9cc2537b8b6922,cpn286
0b07d7be75d0e0b95456693090418194,cpn287
9e32af053a3a89da9047d645a05d7fde,cpn288
7a150c681bf33471a7c4e1c4f1337a77,cpn289
68598e50fd15f119c286b2136ed790ce,cpn290
eb41028fc4b46dd18034f8344b618218,cpn291
070802e0edd74cc3ec8d2b3ba30d4459,cpn292
84aba2f50266b7e6dbb08b04c095bf78,cpn293
fc13fc360b4dd4e3ee3f455575e13a57,cpn294
b3c59dbe5f94e64bda68d66f1cbcfdc1,cpn295
36109bfe74181b08ed9d818cefd6fc9c,cpn296
f8e27eedaf25731bfc7b5bafd6f38397,cpn297
f0688381e74e87bfd383d26eae3a47b3,cpn298
b6d42a208cb69c50ca462eea6a59d202,cpn299
259c3a6f27f25911d9656f02813ae6e3,cpn300
05be95f88e9fab055c6424d25a7e49ec,cpn301
a60950eda644e690fb28f1ae8ffad441,cpn302
42d1fe6556c13e506efa4d67e05adf6e,cpn303
9fd025ae1fa64ab4c62267777693738f,cpn304
1f282487a8563d2f6ec03c0f1c659b7a,cpn305
69a7e093ee5f11ef9324fadc7dddf73f,cpn306
75096d0f09a432a549f8d92805de458b,cpn307
f04ed2197abf0aeb65b3cc244d2f8b65,cpn308
fba44998d5c8b42b25d299e5416c56da,cpn309
6a98f4ac59de084127f6358b278ff6ed,cpn310
f19a7221af34016136399a5bb329aa79,cpn311
547139aeb8b76fa36aeebda5494b074e,cpn312
acf3792646f86f11e10ffe47edc907f2,cpn313
e0f792e6e0ce3ad8171f538ae13be77f,cpn314
68bc68cedc9ab460c2bb844b1fae578a,cpn315
77dba2acb67bc1d93ecc447845dd8a23,cpn316
92adb51daf5c1ad05fd3519a8ff3de7f,cpn317
c1bc0452225f0760e3115a8d30d7ab0e,cpn318
dc056bc83f99c22448100fc31678e874,cpn319
76f383ea2ebba9f70c168c7860c0b9cc,cpn320
4233a94aef095b2176c1a5bbb9840cfd,cpn321
2ae6decc5928813e3b34a50cc52a7df4,cpn322
5d8d4742bd374718dede4f9417f681fe,cpn323
cbbd7b9626d61f9da208359669753b3b,cpn324
9de0143a1120252a65ce7581e53112d5,cpn325
845eccad4624f8e2956e86b5c25843ce,cpn326
53c1806b64fcde9904154835683f0884,cpn327
2e047bb1f324bd849aeb46ff65a9702c,cpn328
ceae6ba2cde00b864e4097351a20401e,cpn329
81fa6da224c8f5eeef50fe097f19045f,cpn330
c9f4ecbbd683d0249ad8d3282fe38a17,cpn331
b26fdbfc66686e0d1a808e5ac6190c51,cpn332
2189b5f591301fbd7512709bbaddc324,cpn333
8094b88927f5c01ebb6ab371e8723b1b,cpn334
c31f383c423da221589ec1c73b4b43c9,cpn335
8aa5c1ba3a62a6dda387fa86720a275b,cpn336
3c1c4e1ccab87764d79f8b094abec711,cpn337
576a7603a8f0ee0cc12e754938c102a6,cpn338
e275e6b4084ae63468e49ba25052b420,cpn339
a4951be217c56be64c5d90b8e6ec6dac,cpn340
d215f239de3715e8104ddf30d56b4167,cpn341
d0cef4ed96436412cf5b67ac0e37624b,cpn342
5c50300b3318ff3d36816e067d3d4c97,cpn343
2fed9f2307a7d2f87706bbcb677f8ce7,cpn344
6445654578f702ddeb87769d4056d2db,cpn345
141c181066742989ec0d776b80ffbb73,cpn346
817193d15af5902273122a4456375410,cpn347
71fb4c11902e882ffa20f7eddcc86e6d,cpn348
2fd52a4d30b2c25328db428bb61d5750,cpn349
27e88c70ef2fcedf906f0a08d426cacf,cpn350
c49c7aca2aea0bfb26c2f54db9561c1c,cpn351
4110b34126530e14b3769c8b6f38a2b4,cpn352
3e563f15e82c8a9387a022defa2b449d,cpn353
c1415bb369d0ab20bd1eb6bb50671739,cpn354
e9cf8510452d556367e5a2dfdc216d05,cpn355
1a50aa0e1e2c80383db43ba28623c4d1,cpn356
f520720ab0652bd8ab28f1bdabda3929,cpn357
46744becf5a2840d1b44a829e63f8cc4,cpn358
0a4f6144676f3dae61e6a1b8f56d579b,cpn359
97b6d64a7fbd08197b56e9ae334562e8,cpn360
ca4ec83704b6b22b9ba8743b7be8d39b,cpn361
8ede27074946474a4e9801f5d577d85c,cpn362
237695b9f4649d19357344dc260afbf5,cpn363
e10d3af9fbccc9c3642ded9d62900053,cpn364
3878f57133515ae0a8d263fff0ba5ac2,cpn365
245e9677021694077e15f4ebfa8e42ec,cpn366
04d8f1585b90d8279bd90e1d276ae6bf,cpn367
f337ed164aada4809494c11903802c63,cpn368
0bb214453d424872e49527d58056ba2f,cpn369
6fb2949516bb5e06922cff5bbc38fd0b,cpn370
b5b885e48661a7622e83c06f0b5924f7,cpn371
6b47003e6d8c71037ddd73514dc93025,cpn372
3d458148d5b0bad406271c2b9f0f060f,cpn373
2d012fe26e79b30f7b06e58c2020fe00,cpn374
5229caa75efca40d5ebbc1f8d18073f5,cpn375
c8b90486e29c2e3b8f052c1d983a5007,cpn376
6f3c2de21302e4212908a2f825f17643,cpn377
32ff5b61ad13a040b010875642ca1d30,cpn378
af377cb3d5b8f9cfffa1c57c63ed7126,cpn379
2539e5b5d76ccf968b9d5037d69be2f1,cpn380
1d0bea1deb17daa9f3bf6bcc6c776b92,cpn381
66b606642e8548c17de1370b425c7b41,cpn382
41f2df8817cb590e9782e4f8bfb75e3a,cpn383
20487ba37cbf2bfb3b413ce0bd5d4a86,cpn384
784ad64c7ee2e2a40e3882c85bc5cf9c,cpn385
33f7ec1959c42e178232b4bfa8bfe660,cpn386
5aea2e3b181a550ccd212e75f8e78b49,cpn387
b1705df0c2c77589ef32a0c60ac1e8d1,cpn388
aaf4f75644c4077303c6146b56070273,cpn389
2cc8579a35f10e15bc5c6ae064df1383,cpn390
112f9e406fa2fccc8e17e65332a92569,cpn391
0be8cd9b0f2300953e85b80f34908736,cpn392
4b3d20326ee7282b3935ef9e3ccb3680,cpn393
a59d81608f2a6c0417fac980409c6ae9,cpn394
ac523a3649b7d31676222b91bc4d35a9,cpn395
caf83f29f54c7554a9bb82684da661d6,cpn396
5171838ea20e0a2de9bbb6828396100b,cpn397
c2bb85c0478ceb1ee1dd99b1e7c41885,cpn398
5c96101bbae6d1aca759c07eefcb65cf,cpn399
74cef4be81774e773f6a3f7a9bf243b4,cpn400
1cf34e8227385f2a4cdff9d4ac25bb70,cpn401
7d073c759830ec7e4f5cabbef79f9e96,cpn402
57b6e73bcdc26c78a3f1e72732c853f3,cpn403
943ffc45df50e1f8e0e911ae2f1b6b57,cpn404
c028c4d52a4c0cb7dbebfebf05301389,cpn405
3b89fa2de1f008eefd6973091732b5b8,cpn406
41a467f2e3d341547468fff094a1d29b,cpn407
05af3256968228df97c3433c52ee4cd3,cpn408
b23e3a657f1ecda326613b306f025c8a,cpn409
cc4d326135d11b726790d44311997c73,cpn410
450a9eef28cfa64e7d673bd8be28e54a,cpn411
c134a0676f05d7b1c8b1887657a395c2,cpn412
b417e74fa184dc930bd26659f4456d5c,cpn413
9b7145c987534751dca464be37c7012c,cpn414
73d779ec453049834e4c6af5ea81f767,cpn415
26fadab876ffaec8a864b47ebc61a859,cpn416
f4365ebc0d8ad04c575c976d704a4a59,cpn417
a687672f8e05f47a593e7535423fc421,cpn418
3df5048d2a1986c3bfb7b922e3c4d70a,cpn419
04465a073e37cc68bf36578a1e26d8f5,cpn420
f15438c4eff18905786e892c0295cc82,cpn421
42d931b9a0897d49b931a175ebe165c7,cpn422
223a2f9958c7b55174e099c40deafdee,cpn423
1c23123b7cb7781680b42c28960c5e51,cpn424
1edf4e8ba8914f093ac85bacc6d80cb1,cpn425
48bb647ce87db96d7f5f6a2ee19a1083,cpn426
c82f418b45d882443fa7b9b1a491c890,cpn427
2bbd847ac1439c81ffacda267d49da1e,cpn428
f36137412f641bf99553f13e44ec73de,cpn429
e52c35a1788b976a847ac422e4372be4,cpn430
5ebacce6945034da01b25afc47dfe3f7,cpn431
6540308460713f6c858da76907c64cc3,cpn432
ca96a7c9442c03fc34263bdb047f8ac5,cpn433
e95263823fd3cacbe12d694e44b81f47,cpn434
12401edccf47259b60e2e5d58c21f6d7,cpn435
01942b50a296bfeb0ece9ea00c43ff82,cpn436
c83fbdacd8b9c1bac16509dc13b7f42b,cpn437
0968d1739295fc60070ece34000f4909,cpn438
d34abf035883459c91b9048c311fae3a,cpn439
9ba570a84b154eefaed3c491f7caf392,cpn440
6f57b217b95fc5a35ad509d812bf2cc9,cpn441
ab41757c4b40e52bd72b7ae936a360ee,cpn442
6654620f281561fd00672171331c1f08,cpn443
dc5ae92c0405d739143cf235c0749825,cpn444
c77fc3903050606e186fa4492a739881,cpn445
d88ed6b9d3a2c40fa0eb71525ec4d400,cpn446
416516742b82b62b8e6e056a4aaa6152,cpn447
e70701f91ff5cd88c07ead7c58d9f3f7,cpn448
2843607a23a088d1ed0f9fe9cc9c9a42,cpn449
be16d2e0e858934c0f692b70687a61d8,cpn450
dbabb674b986090a91b4efdd73b30972,cpn451
3adbb10569867fdcb62b68cd1f4e23b6,cpn452
a4c662b29040683434fd7774c1b58869,cpn453
ba3a285e64e0cada4ebc9f2528fb0d9c,cpn454
005889233bee208998b34bdeb78df659,cpn455
cd7e5c8699e04cd480be006b552ce5cc,cpn456
c8fbb216a0f6c4c840ad9209e23b8d3c,cpn457
c2aadc1e03b7c838e36ec66439616b2d,cpn458
b7d0cc6a15b1c9ad996509deb058d2b1,cpn459
454d5e1b8d86659379bbea8e06e3d350,cpn460
d8dbcf6ef11b91885b37d21da1d6ecfd,cpn461
b79d611811b4a9a833a2cbf1e7992097,cpn462
872ec05b42c6cc9ab79dc8375348306b,cpn463
c9534f03c3daa9338036183b204fa53b,cpn464
9792472966aa1c68284c7ae101f15584,cpn465
6ed94f82dc40559d3f5106a778ed62ad,cpn466
4257cceb6468eee719c27060ad310687,cpn467
6c1adef231d52b71bad3ff0b2e360992,cpn468
a8b84d5b4bced1d338a306155b6ed6f6,cpn469
f052780ba779ef66d8990b2da2ee2a7b,cpn470
5317336666c4753170f44facc79792a5,cpn471
fe2048c05c2c5774f5970fb9dbdd293b,cpn472
6ddff69c171d2e74faa8140795d691a7,cpn473
e83e18b2f715bc5b45199a8445ac8741,cpn474
990b381a624fe75b9410bd214902da1b,cpn475
b1af4533805cc616383c882fc78eadcf,cpn476
107029df1b449583b37827e3d711016c,cpn477
4e32a35a0443cc0a51df88c496c72c8a,cpn478
c99747a9f2979ae976f3c1eb20a1e6f5,cpn479
335dc38a416837e5d3a6c1c6449dcaef,cpn480
ec70e61caa61931f8c8674de616c3479,cpn481
e8d9a23cf090e9548ab9c1569f37d549,cpn482
14eaddcd1ae7d1d96e99492f266eb020,cpn483
10de7922ed2b6d0e322b9e6f6d33ea6e,cpn484
c031e47a12d339a371467982b7cf2506,cpn485
2f833bc2fa660829ddcfdf3b6cba846c,cpn486
f62f92cbaa85dfa7fb3f43819a1a69ac,cpn487
f15ec9d2fa1922ce5f8b6d3807b041dd,cpn488
83b49f05df1cb78c1e90b8de83ac9911,cpn489
150245ceb8b67ba3c0f23b208f853693,cpn490
6d0440104b15c61cf592367f8cc63819,cpn491
2f2ec8f4edfdb0ed7a48ce046dd8c508,cpn492
8da9d1875340416f72381b804ec9aeab,cpn493
8a344aa6f5e9c9cbae7b8e1643932b50,cpn494
38a9ffe99c7e04c13c0459cebd595c1f,cpn495
0b3b6d9b24f926cd4a4573b903fdbb8f,cpn496
50172d4ca37f508fec1a7029069bf85d,cpn497
f257b824d645c07bdb203ff7636de566,cpn498
98f2c6a86beaeb0b986b1c8eaf236f27,cpn499
d53d5f41ac464393a0d9444b98679cc6,cpn500
abf539d6c8d6f1d948faf489515f8ef5,cpn501
c6b22721a25eaaefcd0effe3262cde29,cpn502
8c2a540f03f5b62c1af1f105d6f0aac1,cpn503
96423ba11f22f821246e977df863e91c,cpn504
e0c9fdf83932710e73b221796d2e03d6,cpn505
61d2d3894844f6648e3f6d9aa13a9bce,cpn506
05dbed3bc74ea6eb431fe933ecef1b26,cpn507
e76aa3f941cbea4d8bf70219ed45bcf1,cpn508
ec9290d5131e3d3422ab2eaab967f8fd,cpn509
560863f5e55fa08fa6ddf5e192deb45e,cpn510
96c5c73bed7c02aa1615b1d3a5ff9083,cpn511
77ffb693584a778689b785099e335f80,cpn512
e29791f1d0e7d44d130ea6cbd634670a,cpn513
d7256bc6f0740b126cd74ac7b2e84734,cpn514
9bff048c41fc9c3865d4da702b6493ac,cpn515
a426460e83b30018d84d995be981d715,cpn516
