orderID,nCoupon1,nCoupon2,nCoupon3,nCoup1Col1,nCoup1Col2,nCoup1Col3,nCoup2Col1,nCoup2Col2,nCoup2Col3,nCoup3Col1,nCoup3Col2,nCoup3Col3,pCoup1Col1,pCoup1Col2,pCoup1Col3,pCoup2Col1,pCoup2Col2,pCoup2Col3,pCoup3Col1,pCoup3Col2,pCoup3Col3,nCoup1Batch,nCoup2Batch,nCoup3Batch,firstTimeCoup1Rec,firstTimeCoup2Rec,firstTimeCoup3Rec
11,4,5,2,1,0,3,1,2,2,0,0,2,0.25,0,0.75,0.2,0.4,0.4,0,0,1,3,2,1,2015-01-06 15:16:20,2015-01-06 15:16:20,2015-01-06 15:16:20
12,153,1,4,150,2,1,0,1,0,0,2,2,0.980392156862745,0.0130718954248366,0.0065359477124183,0,1,0,0,0.5,0.5,25,1,1,2015-01-06 15:05:40,2015-01-06 15:11:08,2015-01-06 15:11:08
13,18,6,31,16,1,1,0,6,0,0,2,29,0.888888888888889,0.0555555555555556,0.0555555555555556,0,1,0,0,0.0645161290322581,0.935483870967742,4,1,5,2015-01-06 15:15:12,2015-01-06 15:15:12,2015-01-06 15:15:12
14,20,45,12,20,0,0,0,44,1,0,1,11,1,0,0,0,0.977777777777778,0.0222222222222222,0,0.0833333333333333,0.916666666666667,6,10,3,2015-01-06 15:10:39,2015-01-06 15:10:10,2015-01-06 15:55:49
15,40,18,8,40,0,0,0,17,1,3,4,1,1,0,0,0,0.944444444444444,0.0555555555555556,0.375,0.5,0.125,6,3,1,2015-01-06 15:15:12,2015-01-06 15:36:12,2015-01-06 15:36:12
16,46,13,1,46,0,0,0,13,0,0,0,1,1,0,0,0,1,0,0,0,1,2,5,1,2015-01-06 15:26:41,2015-01-06 15:26:41,2015-01-06 15:26:41
17,27,10,14,21,3,3,0,10,0,0,4,10,0.777777777777778,0.111111111111111,0.111111111111111,0,1,0,0,0.285714285714286,0.714285714285714,4,2,1,2015-01-06 15:10:35,2015-01-06 15:10:35,2015-01-06 15:10:35
18,18,15,19,18,0,0,0,14,1,0,4,15,1,0,0,0,0.933333333333333,0.0666666666666667,0,0.210526315789474,0.789473684210526,4,3,3,2015-01-06 15:57:56,2015-01-06 15:20:30,2015-01-06 15:57:56
19,18,6,8,18,0,0,0,2,4,0,2,6,1,0,0,0,0.333333333333333,0.666666666666667,0,0.25,0.75,2,3,4,2015-01-06 15:19:29,2015-01-06 15:19:29,2015-01-06 15:19:29
20,12,9,11,12,0,0,0,9,0,0,1,10,1,0,0,0,1,0,0,0.0909090909090909,0.909090909090909,2,2,2,2015-01-06 16:01:33,2015-01-06 15:10:03,2015-01-06 16:01:33
21,20,3,54,19,0,1,0,3,0,2,11,41,0.95,0,0.05,0,1,0,0.037037037037037,0.203703703703704,0.759259259259259,4,1,7,2015-01-06 15:16:45,2015-01-06 15:16:45,2015-01-06 15:16:45
22,27,42,22,26,0,1,0,42,0,0,2,20,0.962962962962963,0,0.037037037037037,0,1,0,0,0.0909090909090909,0.909090909090909,3,1,3,2015-01-06 16:09:33,2015-01-06 16:09:33,2015-01-06 16:09:33
23,6,13,3,6,0,0,8,5,0,0,2,1,1,0,0,0.615384615384615,0.384615384615385,0,0,0.666666666666667,0.333333333333333,4,4,1,2015-01-06 15:53:05,2015-01-06 15:18:13,2015-01-06 15:53:05
24,22,18,22,21,0,1,0,18,0,0,4,18,0.954545454545455,0,0.0454545454545455,0,1,0,0,0.181818181818182,0.818181818181818,3,4,9,2015-01-06 13:13:12,2015-01-06 15:26:38,2015-01-06 15:07:12
25,63,5,1,2,17,44,0,1,4,0,0,1,0.0317460317460317,0.26984126984127,0.698412698412698,0,0.2,0.8,0,0,1,13,1,1,2015-01-06 15:13:38,2015-01-06 15:13:38,2015-01-06 15:13:38
26,16,13,3,16,0,0,0,2,11,1,0,2,1,0,0,0,0.153846153846154,0.846153846153846,0.333333333333333,0,0.666666666666667,2,3,1,2015-01-06 15:20:21,2015-01-06 16:17:59,2015-01-06 16:17:59
27,11,24,12,10,1,0,0,24,0,1,2,9,0.909090909090909,0.0909090909090909,0,0,1,0,0.0833333333333333,0.166666666666667,0.75,2,3,1,2015-01-06 16:37:30,2015-01-06 16:37:30,2015-01-06 16:37:30
28,7,1,12,2,5,0,0,1,0,11,0,1,0.285714285714286,0.714285714285714,0,0,1,0,0.916666666666667,0,0.0833333333333333,2,1,2,2015-01-06 17:10:16,2015-01-06 17:10:16,2015-01-06 17:10:16
29,18,6,6,18,0,0,0,2,4,1,1,4,1,0,0,0,0.333333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.666666666666667,4,1,1,2015-01-06 15:57:56,2015-01-06 16:25:21,2015-01-06 16:25:21
30,4,3,1,4,0,0,2,1,0,0,0,1,1,0,0,0.666666666666667,0.333333333333333,0,0,0,1,2,1,1,2015-01-06 16:37:06,2015-01-06 16:46:52,2015-01-06 16:46:52
31,52,16,62,51,0,1,1,15,0,1,11,50,0.980769230769231,0,0.0192307692307692,0.0625,0.9375,0,0.0161290322580645,0.17741935483871,0.806451612903226,7,2,8,2015-01-06 15:41:27,2015-01-06 16:13:39,2015-01-06 15:55:03
32,22,10,3,22,0,0,0,3,7,1,1,1,1,0,0,0,0.3,0.7,0.333333333333333,0.333333333333333,0.333333333333333,2,2,1,2015-01-06 16:35:54,2015-01-06 16:35:54,2015-01-06 16:35:54
33,33,56,15,30,2,1,2,54,0,1,3,11,0.909090909090909,0.0606060606060606,0.0303030303030303,0.0357142857142857,0.964285714285714,0,0.0666666666666667,0.2,0.733333333333333,4,7,3,2015-01-06 15:26:38,2015-01-06 15:42:24,2015-01-06 17:05:00
34,36,23,9,36,0,0,0,23,0,0,3,6,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667,2,4,1,2015-01-06 16:57:00,2015-01-06 16:59:51,2015-01-06 16:59:51
35,5,2,4,2,2,1,0,2,0,0,1,3,0.4,0.4,0.2,0,1,0,0,0.25,0.75,2,1,1,2015-01-06 15:42:06,2015-01-06 15:42:06,2015-01-06 15:42:06
36,7,1,22,1,1,5,0,1,0,13,5,4,0.142857142857143,0.142857142857143,0.714285714285714,0,1,0,0.590909090909091,0.227272727272727,0.181818181818182,1,1,5,2015-01-06 17:39:12,2015-01-06 17:39:12,2015-01-06 15:31:51
37,7,16,6,6,0,1,1,15,0,0,1,5,0.857142857142857,0,0.142857142857143,0.0625,0.9375,0,0,0.166666666666667,0.833333333333333,1,2,3,2015-01-06 16:13:39,2015-01-06 16:13:39,2015-01-06 16:13:39
38,28,3,9,20,3,5,0,2,1,0,1,8,0.714285714285714,0.107142857142857,0.178571428571429,0,0.666666666666667,0.333333333333333,0,0.111111111111111,0.888888888888889,7,1,4,2015-01-06 15:06:36,2015-01-06 17:19:19,2015-01-06 17:19:19
39,8,7,4,1,0,7,0,2,5,0,1,3,0.125,0,0.875,0,0.285714285714286,0.714285714285714,0,0.25,0.75,2,2,1,2015-01-06 18:00:37,2015-01-06 18:00:37,2015-01-06 18:00:37
40,39,1,9,33,2,4,0,1,0,0,2,7,0.846153846153846,0.0512820512820513,0.102564102564103,0,1,0,0,0.222222222222222,0.777777777777778,6,1,2,2015-01-06 15:39:41,2015-01-06 18:08:42,2015-01-06 18:08:42
41,15,7,5,15,0,0,0,7,0,0,0,5,1,0,0,0,1,0,0,0,1,3,1,2,2015-01-06 09:34:53,2015-01-06 16:55:08,2015-01-06 16:55:08
42,40,29,21,40,0,0,1,28,0,0,1,20,1,0,0,0.0344827586206897,0.96551724137931,0,0,0.0476190476190476,0.952380952380952,6,5,3,2015-01-06 17:07:01,2015-01-06 17:07:01,2015-01-06 15:26:55
43,2,3,8,2,0,0,0,2,1,0,0,8,1,0,0,0,0.666666666666667,0.333333333333333,0,0,1,2,3,4,2015-01-06 18:20:55,2015-01-06 18:20:55,2015-01-06 15:56:45
44,22,19,2,22,0,0,0,19,0,0,0,2,1,0,0,0,1,0,0,0,1,3,1,1,2015-01-06 17:43:08,2015-01-06 17:43:08,2015-01-06 17:43:08
45,26,96,12,24,1,1,12,17,67,1,3,8,0.923076923076923,0.0384615384615385,0.0384615384615385,0.125,0.177083333333333,0.697916666666667,0.0833333333333333,0.25,0.666666666666667,7,18,4,2015-01-06 15:08:06,2015-01-06 09:34:53,2015-01-06 16:13:58
46,3,2,10,3,0,0,0,1,1,9,0,1,1,0,0,0,0.5,0.5,0.9,0,0.1,2,1,3,2015-01-06 17:49:04,2015-01-06 17:49:04,2015-01-06 17:49:04
47,3,6,6,3,0,0,1,5,0,0,3,3,1,0,0,0.166666666666667,0.833333333333333,0,0,0.5,0.5,1,1,3,2015-01-06 17:36:58,2015-01-06 17:36:58,2015-01-06 17:36:58
48,15,2,23,15,0,0,0,1,1,2,5,16,1,0,0,0,0.5,0.5,0.0869565217391304,0.217391304347826,0.695652173913043,1,1,5,2015-01-06 18:24:05,2015-01-06 18:24:05,2015-01-06 18:24:05
49,19,24,14,18,0,1,0,24,0,2,2,10,0.947368421052632,0,0.0526315789473684,0,1,0,0.142857142857143,0.142857142857143,0.714285714285714,3,3,4,2015-01-06 17:16:55,2015-01-06 16:37:30,2015-01-06 15:40:35
50,10,29,5,10,0,0,2,23,4,0,0,5,1,0,0,0.0689655172413793,0.793103448275862,0.137931034482759,0,0,1,2,4,3,2015-01-06 17:40:38,2015-01-06 15:17:06,2015-01-06 16:09:20
51,17,81,2,3,7,7,59,10,12,0,0,2,0.176470588235294,0.411764705882353,0.411764705882353,0.728395061728395,0.123456790123457,0.148148148148148,0,0,1,2,10,1,2015-01-06 16:04:36,2015-01-06 15:26:12,2015-01-06 18:38:25
52,8,15,96,7,1,0,0,15,0,12,17,67,0.875,0.125,0,0,1,0,0.125,0.177083333333333,0.697916666666667,2,3,18,2015-01-06 18:29:05,2015-01-06 15:15:38,2015-01-06 09:34:53
53,33,8,22,30,2,1,1,3,4,0,4,18,0.909090909090909,0.0606060606060606,0.0303030303030303,0.125,0.375,0.5,0,0.181818181818182,0.818181818181818,4,2,4,2015-01-06 15:26:38,2015-01-06 19:01:14,2015-01-06 19:01:14
54,22,17,7,21,1,0,0,4,13,0,1,6,0.954545454545455,0.0454545454545455,0,0,0.235294117647059,0.764705882352941,0,0.142857142857143,0.857142857142857,5,4,2,2015-01-06 18:49:24,2015-01-06 18:49:24,2015-01-06 18:49:24
55,33,37,35,33,0,0,0,36,1,0,6,29,1,0,0,0,0.972972972972973,0.027027027027027,0,0.171428571428571,0.828571428571429,2,5,5,2015-01-06 15:22:25,2015-01-06 15:22:25,2015-01-06 15:22:25
56,69,34,44,67,0,2,1,33,0,1,12,31,0.971014492753623,0,0.0289855072463768,0.0294117647058824,0.970588235294118,0,0.0227272727272727,0.272727272727273,0.704545454545455,15,3,2,2015-01-06 16:12:57,2015-01-06 15:54:15,2015-01-06 19:10:25
57,55,10,112,51,2,2,0,10,0,4,25,83,0.927272727272727,0.0363636363636364,0.0363636363636364,0,1,0,0.0357142857142857,0.223214285714286,0.741071428571429,8,3,15,2015-01-06 15:23:15,2015-01-06 17:57:12,2015-01-06 15:58:09
58,32,2,1,25,3,4,0,2,0,0,0,1,0.78125,0.09375,0.125,0,1,0,0,0,1,5,1,1,2015-01-06 15:07:37,2015-01-06 19:14:05,2015-01-06 19:14:05
59,132,42,38,132,0,0,0,39,3,1,5,32,1,0,0,0,0.928571428571429,0.0714285714285714,0.0263157894736842,0.131578947368421,0.842105263157895,11,3,8,2015-01-06 15:16:43,2015-01-06 16:01:56,2015-01-06 15:17:30
60,10,3,5,10,0,0,0,1,2,0,0,5,1,0,0,0,0.333333333333333,0.666666666666667,0,0,1,1,1,1,2015-01-06 19:49:57,2015-01-06 19:49:57,2015-01-06 19:49:57
61,3,17,1,1,0,2,3,2,12,0,0,1,0.333333333333333,0,0.666666666666667,0.176470588235294,0.117647058823529,0.705882352941177,0,0,1,1,2,1,2015-01-06 19:39:29,2015-01-06 19:39:29,2015-01-06 19:39:29
62,18,11,33,4,8,6,0,2,9,2,12,19,0.222222222222222,0.444444444444444,0.333333333333333,0,0.181818181818182,0.818181818181818,0.0606060606060606,0.363636363636364,0.575757575757576,3,2,4,2015-01-06 17:37:17,2015-01-06 19:46:23,2015-01-06 16:48:42
63,6,5,2,6,0,0,0,5,0,1,0,1,1,0,0,0,1,0,0.5,0,0.5,2,1,2,2015-01-06 18:23:02,2015-01-06 19:39:43,2015-01-06 18:58:33
64,23,29,38,23,0,0,0,28,1,1,5,32,1,0,0,0,0.96551724137931,0.0344827586206897,0.0263157894736842,0.131578947368421,0.842105263157895,2,6,8,2015-01-06 15:33:04,2015-01-06 15:31:50,2015-01-06 15:17:30
65,4,3,69,2,1,1,0,2,1,67,0,2,0.5,0.25,0.25,0,0.666666666666667,0.333333333333333,0.971014492753623,0,0.0289855072463768,3,1,15,2015-01-06 15:13:44,2015-01-06 20:05:29,2015-01-06 16:12:57
66,31,25,1,31,0,0,1,24,0,0,0,1,1,0,0,0.04,0.96,0,0,0,1,4,3,1,2015-01-06 16:44:30,2015-01-06 18:00:27,2015-01-06 20:15:35
67,27,18,12,26,0,1,0,18,0,0,2,10,0.962962962962963,0,0.037037037037037,0,1,0,0,0.166666666666667,0.833333333333333,3,2,5,2015-01-06 16:09:33,2015-01-06 16:15:00,2015-01-06 15:10:07
68,153,54,3,150,2,1,0,54,0,0,1,2,0.980392156862745,0.0130718954248366,0.0065359477124183,0,1,0,0,0.333333333333333,0.666666666666667,25,9,1,2015-01-06 15:05:40,2015-01-06 09:29:16,2015-01-06 17:07:20
69,10,2,3,10,0,0,1,1,0,1,0,2,1,0,0,0.5,0.5,0,0.333333333333333,0,0.666666666666667,1,1,1,2015-01-06 20:16:22,2015-01-06 20:16:22,2015-01-06 20:16:22
70,77,20,4,74,2,1,1,18,1,0,1,3,0.961038961038961,0.025974025974026,0.012987012987013,0.05,0.9,0.05,0,0.25,0.75,13,3,2,2015-01-06 15:30:43,2015-01-06 15:07:37,2015-01-06 20:02:19
71,14,12,9,14,0,0,1,3,8,1,3,5,1,0,0,0.0833333333333333,0.25,0.666666666666667,0.111111111111111,0.333333333333333,0.555555555555556,3,4,3,2015-01-06 19:31:08,2015-01-06 16:13:58,2015-01-06 20:17:05
72,28,11,7,20,3,5,0,2,9,0,1,6,0.714285714285714,0.107142857142857,0.178571428571429,0,0.181818181818182,0.818181818181818,0,0.142857142857143,0.857142857142857,7,2,2,2015-01-06 15:06:36,2015-01-06 15:21:40,2015-01-06 20:16:14
73,4,15,96,4,0,0,1,3,11,12,17,67,1,0,0,0.0666666666666667,0.2,0.733333333333333,0.125,0.177083333333333,0.697916666666667,2,3,18,2015-01-06 20:23:31,2015-01-06 17:05:00,2015-01-06 09:34:53
74,7,9,2,7,0,0,0,1,8,0,0,2,1,0,0,0,0.111111111111111,0.888888888888889,0,0,1,1,4,1,2015-01-06 20:18:48,2015-01-06 17:19:19,2015-01-06 20:18:48
75,34,54,50,33,1,0,0,54,0,0,7,43,0.970588235294118,0.0294117647058824,0,0,1,0,0,0.14,0.86,5,9,6,2015-01-06 15:10:03,2015-01-06 09:29:16,2015-01-06 15:17:06
76,14,13,8,13,0,1,0,13,0,0,2,6,0.928571428571429,0,0.0714285714285714,0,1,0,0,0.25,0.75,3,4,1,2015-01-06 15:06:17,2015-01-06 15:06:17,2015-01-06 15:06:17
77,15,23,25,15,0,0,1,22,0,0,8,17,1,0,0,0.0434782608695652,0.956521739130435,0,0,0.32,0.68,2,5,4,2015-01-06 21:11:45,2015-01-06 16:24:24,2015-01-06 16:35:03
78,9,13,62,8,0,1,1,12,0,1,11,50,0.888888888888889,0,0.111111111111111,0.0769230769230769,0.923076923076923,0,0.0161290322580645,0.17741935483871,0.806451612903226,1,2,8,2015-01-06 15:55:03,2015-01-06 15:20:13,2015-01-06 15:55:03
79,8,12,1,8,0,0,1,3,8,0,0,1,1,0,0,0.0833333333333333,0.25,0.666666666666667,0,0,1,2,4,1,2015-01-06 20:24:09,2015-01-06 16:13:58,2015-01-06 20:24:09
80,153,23,17,150,2,1,1,22,0,0,1,16,0.980392156862745,0.0130718954248366,0.0065359477124183,0.0434782608695652,0.956521739130435,0,0,0.0588235294117647,0.941176470588235,25,5,2,2015-01-06 15:05:40,2015-01-06 16:24:24,2015-01-06 20:53:11
81,14,15,5,14,0,0,0,2,13,0,0,5,1,0,0,0,0.133333333333333,0.866666666666667,0,0,1,2,3,3,2015-01-06 16:09:20,2015-01-06 16:09:20,2015-01-06 16:09:20
82,8,15,1,8,0,0,0,15,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,2015-01-06 15:13:31,2015-01-06 15:13:31,2015-01-06 15:13:31
83,3,5,1,2,1,0,3,2,0,0,0,1,0.666666666666667,0.333333333333333,0,0.6,0.4,0,0,0,1,1,1,1,2015-01-06 21:14:21,2015-01-06 21:14:21,2015-01-06 21:14:21
84,8,4,1,6,1,1,1,3,0,0,0,1,0.75,0.125,0.125,0.25,0.75,0,0,0,1,3,1,1,2015-01-06 15:19:12,2015-01-06 21:16:06,2015-01-06 21:16:06
85,39,8,23,33,2,4,0,8,0,0,6,17,0.846153846153846,0.0512820512820513,0.102564102564103,0,1,0,0,0.260869565217391,0.739130434782609,6,2,4,2015-01-06 15:39:41,2015-01-06 15:39:41,2015-01-06 15:10:03
86,19,20,3,19,0,0,1,18,1,0,0,3,1,0,0,0.05,0.9,0.05,0,0,1,4,1,1,2015-01-06 15:07:53,2015-01-06 20:22:32,2015-01-06 20:22:32
87,39,21,19,33,2,4,0,2,19,0,2,17,0.846153846153846,0.0512820512820513,0.102564102564103,0,0.0952380952380952,0.904761904761905,0,0.105263157894737,0.894736842105263,6,3,3,2015-01-06 15:39:41,2015-01-06 15:10:19,2015-01-06 21:49:47
88,5,13,1,1,0,4,2,1,10,0,0,1,0.2,0,0.8,0.153846153846154,0.0769230769230769,0.769230769230769,0,0,1,1,1,1,2015-01-06 21:52:46,2015-01-06 21:52:46,2015-01-06 21:52:46
89,132,2,6,132,0,0,0,1,1,0,1,5,1,0,0,0,0.5,0.5,0,0.166666666666667,0.833333333333333,11,1,3,2015-01-06 15:16:43,2015-01-06 15:16:43,2015-01-06 15:16:43
90,3,1,10,3,0,0,0,1,0,4,2,4,1,0,0,0,1,0,0.4,0.2,0.4,1,1,1,2015-01-06 20:54:12,2015-01-06 20:54:12,2015-01-06 20:54:12
91,5,5,6,5,0,0,0,5,0,0,2,4,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667,2,1,2,2015-01-06 21:41:55,2015-01-06 21:41:55,2015-01-06 21:41:55
92,4,1,8,4,0,0,0,1,0,0,2,6,1,0,0,0,1,0,0,0.25,0.75,1,1,4,2015-01-06 21:56:56,2015-01-06 21:56:56,2015-01-06 15:19:29
93,6,2,1,5,1,0,0,2,0,0,0,1,0.833333333333333,0.166666666666667,0,0,1,0,0,0,1,3,2,1,2015-01-06 18:52:36,2015-01-06 15:26:24,2015-01-06 22:24:52
94,11,5,7,11,0,0,1,4,0,0,2,5,1,0,0,0.2,0.8,0,0,0.285714285714286,0.714285714285714,4,1,2,2015-01-06 22:44:09,2015-01-06 22:44:09,2015-01-06 18:00:37
95,24,10,63,24,0,0,0,10,0,2,17,44,1,0,0,0,1,0,0.0317460317460317,0.26984126984127,0.698412698412698,4,2,13,2015-01-06 15:18:22,2015-01-06 22:28:38,2015-01-06 15:13:38
96,6,4,3,5,0,1,0,1,3,0,0,3,0.833333333333333,0,0.166666666666667,0,0.25,0.75,0,0,1,1,1,2,2015-01-06 15:30:40,2015-01-06 15:30:40,2015-01-06 15:30:40
97,17,56,22,17,0,0,2,54,0,0,4,18,1,0,0,0.0357142857142857,0.964285714285714,0,0,0.181818181818182,0.818181818181818,2,7,9,2015-01-06 16:17:41,2015-01-06 15:42:24,2015-01-06 15:07:12
98,13,11,6,3,5,5,4,5,2,0,2,4,0.230769230769231,0.384615384615385,0.384615384615385,0.363636363636364,0.454545454545455,0.181818181818182,0,0.333333333333333,0.666666666666667,3,4,3,2015-01-06 22:28:40,2015-01-06 22:28:40,2015-01-06 22:28:40
99,11,29,26,11,0,0,0,28,1,1,6,19,1,0,0,0,0.96551724137931,0.0344827586206897,0.0384615384615385,0.230769230769231,0.730769230769231,1,6,5,2015-01-06 15:31:50,2015-01-06 15:31:50,2015-01-06 15:31:50
100,33,26,13,30,2,1,1,25,0,1,2,10,0.909090909090909,0.0606060606060606,0.0303030303030303,0.0384615384615385,0.961538461538462,0,0.0769230769230769,0.153846153846154,0.769230769230769,4,5,1,2015-01-06 15:26:38,2015-01-06 15:10:19,2015-01-06 16:06:47
101,7,27,21,2,5,0,0,27,0,3,8,10,0.285714285714286,0.714285714285714,0,0,1,0,0.142857142857143,0.380952380952381,0.476190476190476,2,6,3,2015-01-06 17:10:16,2015-01-06 15:24:18,2015-01-06 23:09:25
102,2,54,7,2,0,0,2,11,41,0,2,5,1,0,0,0.037037037037037,0.203703703703704,0.759259259259259,0,0.285714285714286,0.714285714285714,1,7,1,2015-01-06 18:15:18,2015-01-06 15:16:45,2015-01-06 18:15:18
103,69,17,11,67,0,2,0,17,0,0,6,5,0.971014492753623,0,0.0289855072463768,0,1,0,0,0.545454545454545,0.454545454545455,15,3,2,2015-01-06 16:12:57,2015-01-06 15:12:33,2015-01-06 23:33:57
104,17,10,10,17,0,0,0,3,7,0,4,6,1,0,0,0,0.3,0.7,0,0.4,0.6,3,4,1,2015-01-06 15:08:13,2015-01-06 12:48:41,2015-01-06 20:33:10
105,2,55,12,1,0,1,51,2,2,0,2,10,0.5,0,0.5,0.927272727272727,0.0363636363636364,0.0363636363636364,0,0.166666666666667,0.833333333333333,1,8,5,2015-01-06 15:23:15,2015-01-06 15:23:15,2015-01-06 15:10:07
106,44,17,3,7,14,23,14,3,0,0,2,1,0.159090909090909,0.318181818181818,0.522727272727273,0.823529411764706,0.176470588235294,0,0,0.666666666666667,0.333333333333333,9,1,3,2015-01-06 16:22:42,2015-01-06 16:31:49,2015-01-06 16:31:49
107,28,29,35,20,3,5,0,28,1,0,6,29,0.714285714285714,0.107142857142857,0.178571428571429,0,0.96551724137931,0.0344827586206897,0,0.171428571428571,0.828571428571429,7,6,5,2015-01-06 15:06:36,2015-01-06 15:31:50,2015-01-06 20:00:33
108,31,63,9,31,0,0,2,17,44,0,1,8,1,0,0,0.0317460317460317,0.26984126984127,0.698412698412698,0,0.111111111111111,0.888888888888889,4,13,2,2015-01-06 16:44:30,2015-01-06 15:13:38,2015-01-06 15:34:15
109,31,33,62,31,0,0,0,33,0,1,11,50,1,0,0,0,1,0,0.0161290322580645,0.17741935483871,0.806451612903226,4,5,8,2015-01-06 16:44:30,2015-01-06 16:23:40,2015-01-06 15:55:03
110,10,9,8,7,0,3,1,2,6,0,5,3,0.7,0,0.3,0.111111111111111,0.222222222222222,0.666666666666667,0,0.625,0.375,2,3,1,2015-01-06 23:20:11,2015-01-06 16:09:15,2015-01-07 05:42:57
111,34,17,3,34,0,0,3,3,11,0,0,3,1,0,0,0.176470588235294,0.176470588235294,0.647058823529412,0,0,1,4,1,1,2015-01-06 12:48:41,2015-01-07 08:20:10,2015-01-07 08:20:10
112,93,5,5,91,1,1,0,1,4,1,3,1,0.978494623655914,0.010752688172043,0.010752688172043,0,0.2,0.8,0.2,0.6,0.2,11,2,1,2015-01-06 15:06:58,2015-01-07 07:51:19,2015-01-07 07:51:19
113,1,5,5,1,0,0,1,2,2,0,1,4,1,0,0,0.2,0.4,0.4,0,0.2,0.8,1,2,1,2015-01-07 07:05:39,2015-01-06 15:16:20,2015-01-07 07:05:39
114,25,27,5,24,0,1,1,10,16,0,2,3,0.96,0,0.04,0.037037037037037,0.37037037037037,0.592592592592593,0,0.4,0.6,4,2,1,2015-01-06 19:26:01,2015-01-06 19:26:01,2015-01-06 19:26:01
115,34,9,23,33,1,0,0,9,0,0,6,17,0.970588235294118,0.0294117647058824,0,0,1,0,0,0.260869565217391,0.739130434782609,5,2,4,2015-01-06 15:10:03,2015-01-06 15:10:03,2015-01-06 15:10:03
116,5,30,5,5,0,0,1,8,21,0,0,5,1,0,0,0.0333333333333333,0.266666666666667,0.7,0,0,1,2,4,1,2015-01-06 17:14:46,2015-01-06 16:20:54,2015-01-06 18:12:48
117,3,13,21,1,2,0,2,4,7,3,8,10,0.333333333333333,0.666666666666667,0,0.153846153846154,0.307692307692308,0.538461538461538,0.142857142857143,0.380952380952381,0.476190476190476,2,2,3,2015-01-07 08:57:13,2015-01-07 08:57:13,2015-01-06 23:09:25
118,23,40,15,23,0,0,0,38,2,1,3,11,1,0,0,0,0.95,0.05,0.0666666666666667,0.2,0.733333333333333,2,4,3,2015-01-06 15:33:04,2015-01-06 15:30:43,2015-01-06 17:05:00
119,2,7,1,1,0,1,0,7,0,0,0,1,0.5,0,0.5,0,1,0,0,0,1,1,3,1,2015-01-07 09:09:44,2015-01-06 15:58:37,2015-01-07 09:09:44
120,20,30,20,20,0,0,0,30,0,3,3,14,1,0,0,0,1,0,0.15,0.15,0.7,6,7,4,2015-01-06 15:10:39,2015-01-06 15:10:39,2015-01-06 15:10:39
