orderID,nCoupon1Used,nCoupon2Used,nCoupon3Used,pCoupon1Used,pCoupon2Used,pCoupon3Used,nCoup1Col1Used,nCoup1Col2Used,nCoup1Col3Used,nCoup2Col1Used,nCoup2Col2Used,nCoup2Col3Used,nCoup3Col1Used,nCoup3Col2Used,nCoup3Col3Used,pCoup1Col1Used,pCoup1Col2Used,pCoup1Col3Used,pCoup2Col1Used,pCoup2Col2Used,pCoup2Col3Used,pCoup3Col1Used,pCoup3Col2Used,pCoup3Col3Used
20,4,1,1,0.363636363636364,0.166666666666667,0.1,4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
21,3,1,9,0.157894736842105,0.333333333333333,0.18,3,0,0,0,1,0,0,3,6,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
22,4,5,2,0.148148148148148,0.119047619047619,0.0952380952380952,4,0,0,0,5,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
23,1,3,0,0.166666666666667,0.230769230769231,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,,,
24,7,1,1,0.333333333333333,0.0588235294117647,0.0555555555555556,7,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
25,0,1,0,0,0.25,0,0,0,0,0,0,1,0,0,0,,,,0,0,1,,,
26,2,4,0,0.142857142857143,0.363636363636364,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,1,,,
27,6,2,3,0.545454545454545,0.0869565217391304,0.272727272727273,6,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,1
28,2,0,2,0.285714285714286,0,0.166666666666667,1,1,0,0,0,0,2,0,0,0.5,0.5,0,,,,1,0,0
29,3,1,0,0.214285714285714,0.2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,
30,1,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,
31,17,5,14,0.346938775510204,0.3125,0.259259259259259,17,0,0,1,4,0,0,5,9,1,0,0,0.2,0.8,0,0,0.357142857142857,0.642857142857143
32,5,1,0,0.25,0.125,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
33,4,8,0,0.125,0.16,0,4,0,0,0,8,0,0,0,0,1,0,0,0,1,0,,,
34,1,4,2,0.0303030303030303,0.2,0.222222222222222,1,0,0,0,4,0,0,0,2,1,0,0,0,1,0,0,0,1
35,1,0,1,0.333333333333333,0,0.333333333333333,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,1,0
36,0,0,7,0,0,0.318181818181818,0,0,0,0,0,0,3,2,2,,,,,,,0.428571428571429,0.285714285714286,0.285714285714286
37,1,5,1,0.142857142857143,0.3125,0.2,0,0,1,1,4,0,0,0,1,0,0,1,0.2,0.8,0,0,0,1
38,18,0,0,0.72,0,0,15,2,1,0,0,0,0,0,0,0.833333333333333,0.111111111111111,0.0555555555555556,,,,,,
39,1,1,0,0.125,0.166666666666667,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,
40,20,0,0,0.555555555555556,0,0,17,1,2,0,0,0,0,0,0,0.85,0.05,0.1,,,,,,
41,3,1,3,0.214285714285714,0.166666666666667,0.6,3,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1
42,12,4,1,0.324324324324324,0.148148148148148,0.0526315789473684,12,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
43,0,0,2,0,0,0.285714285714286,0,0,0,0,0,0,0,0,2,,,,,,,0,0,1
44,4,0,1,0.2,0,0.5,4,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
45,5,9,1,0.227272727272727,0.105882352941176,0.0909090909090909,5,0,0,1,1,7,1,0,0,1,0,0,0.111111111111111,0.111111111111111,0.777777777777778,1,0,0
46,1,0,4,0.333333333333333,0,0.444444444444444,1,0,0,0,0,0,4,0,0,1,0,0,,,,1,0,0
47,1,3,2,0.333333333333333,0.6,0.333333333333333,1,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
48,4,0,4,0.363636363636364,0,0.222222222222222,4,0,0,0,0,0,0,1,3,1,0,0,,,,0,0.25,0.75
49,1,2,1,0.0588235294117647,0.0869565217391304,0.0833333333333333,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
50,2,1,1,0.285714285714286,0.0384615384615385,0.25,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
51,6,49,0,0.4,0.628205128205128,0,1,3,2,34,8,7,0,0,0,0.166666666666667,0.5,0.333333333333333,0.693877551020408,0.163265306122449,0.142857142857143,,,
52,1,1,9,0.125,0.0833333333333333,0.105882352941176,0,1,0,0,1,0,1,1,7,0,1,0,0,1,0,0.111111111111111,0.111111111111111,0.777777777777778
53,4,2,2,0.125,0.285714285714286,0.1,4,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,1
54,3,2,2,0.1875,0.153846153846154,0.285714285714286,3,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
55,4,9,1,0.166666666666667,0.321428571428571,0.0454545454545455,4,0,0,0,8,1,0,0,1,1,0,0,0,0.888888888888889,0.111111111111111,0,0,1
56,7,3,3,0.142857142857143,0.115384615384615,0.0833333333333333,6,0,1,0,3,0,0,0,3,0.857142857142857,0,0.142857142857143,0,1,0,0,0,1
57,4,3,24,0.0930232558139535,0.3,0.263736263736264,4,0,0,0,3,0,2,5,17,1,0,0,0,1,0,0.0833333333333333,0.208333333333333,0.708333333333333
58,10,1,1,0.344827586206897,1,1,7,0,3,0,1,0,0,0,1,0.7,0,0.3,0,1,0,0,0,1
59,24,3,6,0.19672131147541,0.0789473684210526,0.2,24,0,0,0,2,1,0,1,5,1,0,0,0,0.666666666666667,0.333333333333333,0,0.166666666666667,0.833333333333333
60,2,2,1,0.285714285714286,1,0.25,2,0,0,0,1,1,0,0,1,1,0,0,0,0.5,0.5,0,0,1
61,0,6,0,0,0.375,0,0,0,0,1,1,4,0,0,0,,,,0.166666666666667,0.166666666666667,0.666666666666667,,,
62,3,3,8,0.214285714285714,0.428571428571429,0.285714285714286,2,1,0,0,1,2,1,1,6,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.125,0.125,0.75
63,3,0,0,0.5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,,,,,,
64,4,1,6,0.173913043478261,0.0434782608695652,0.2,4,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,0.166666666666667,0.833333333333333
65,0,1,7,0,0.5,0.142857142857143,0,0,0,0,0,1,6,0,1,,,,0,0,1,0.857142857142857,0,0.142857142857143
66,5,4,0,0.217391304347826,0.16,0,5,0,0,0,4,0,0,0,0,1,0,0,0,1,0,,,
67,4,1,2,0.148148148148148,0.0666666666666667,0.166666666666667,4,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1
68,44,10,0,0.321167883211679,0.204081632653061,0,43,0,1,0,10,0,0,0,0,0.977272727272727,0,0.0227272727272727,0,1,0,,,
69,3,1,2,0.428571428571429,0.5,0.666666666666667,3,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1
70,7,3,0,0.1,0.214285714285714,0,7,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
71,1,1,2,0.0714285714285714,0.0909090909090909,0.222222222222222,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0.5,0.5
72,18,1,2,0.72,0.1,0.285714285714286,15,2,1,0,0,1,0,0,2,0.833333333333333,0.111111111111111,0.0555555555555556,0,0,1,0,0,1
73,0,0,9,0,0,0.105882352941176,0,0,0,0,0,0,1,1,7,,,,,,,0.111111111111111,0.111111111111111,0.777777777777778
74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,0,0,1
75,7,10,5,0.205882352941176,0.204081632653061,0.106382978723404,6,1,0,0,10,0,0,0,5,0.857142857142857,0.142857142857143,0,0,1,0,0,0,1
76,0,5,1,0,0.384615384615385,0.125,0,0,0,0,5,0,0,0,1,,,,0,1,0,0,0,1
77,4,6,6,0.266666666666667,0.333333333333333,0.272727272727273,4,0,0,0,6,0,0,3,3,1,0,0,0,1,0,0,0.5,0.5
78,3,0,14,0.333333333333333,0,0.259259259259259,3,0,0,0,0,0,0,5,9,1,0,0,,,,0,0.357142857142857,0.642857142857143
79,3,1,0,0.428571428571429,0.0909090909090909,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,,,
80,44,6,1,0.321167883211679,0.333333333333333,0.0666666666666667,43,0,1,0,6,0,0,0,1,0.977272727272727,0,0.0227272727272727,0,1,0,0,0,1
81,2,7,1,0.153846153846154,0.466666666666667,0.25,2,0,0,0,1,6,0,0,1,1,0,0,0,0.142857142857143,0.857142857142857,0,0,1
82,3,1,0,0.375,0.0666666666666667,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
83,0,2,0,0,0.4,0,0,0,0,2,0,0,0,0,0,,,,1,0,0,,,
84,2,1,0,0.25,0.25,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
85,20,3,2,0.555555555555556,0.428571428571429,0.1,17,1,2,0,3,0,0,1,1,0.85,0.05,0.1,0,1,0,0,0.5,0.5
86,1,1,0,0.0625,0.0526315789473684,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
87,20,3,1,0.555555555555556,0.142857142857143,0.0666666666666667,17,1,2,0,0,3,0,1,0,0.85,0.05,0.1,0,0,1,0,1,0
88,0,1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,,,,0,0,1,,,
89,24,1,0,0.19672131147541,0.5,0,24,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,
90,1,1,4,0.333333333333333,1,0.4,1,0,0,0,1,0,1,1,2,1,0,0,0,1,0,0.25,0.25,0.5
91,1,1,1,0.2,0.25,0.166666666666667,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
92,1,0,2,0.25,0,0.25,1,0,0,0,0,0,0,0,2,1,0,0,,,,0,0,1
93,1,1,1,0.166666666666667,0.5,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
94,3,2,1,0.3,0.5,0.166666666666667,3,0,0,1,1,0,0,1,0,1,0,0,0.5,0.5,0,0,1,0
95,4,3,0,0.210526315789474,0.375,0,4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
97,7,8,1,0.4375,0.16,0.0555555555555556,7,0,0,0,8,0,0,0,1,1,0,0,0,1,0,0,0,1
98,6,0,0,0.666666666666667,0,0,3,0,3,0,0,0,0,0,0,0.5,0,0.5,,,,,,
99,2,1,3,0.222222222222222,0.0434782608695652,0.130434782608696,2,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
100,4,2,2,0.125,0.0833333333333333,0.166666666666667,4,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0.5,0,0.5
101,2,4,5,0.285714285714286,0.16,0.25,1,1,0,0,4,0,0,1,4,0.5,0.5,0,0,1,0,0,0.2,0.8
102,0,9,2,0,0.18,0.333333333333333,0,0,0,0,3,6,0,1,1,,,,0,0.333333333333333,0.666666666666667,0,0.5,0.5
103,7,3,2,0.142857142857143,0.176470588235294,0.2,6,0,1,0,3,0,0,2,0,0.857142857142857,0,0.142857142857143,0,1,0,0,1,0
104,3,2,0,0.272727272727273,0.25,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,,,
105,0,4,2,0,0.0930232558139535,0.166666666666667,0,0,0,4,0,0,0,0,2,,,,1,0,0,0,0,1
106,13,6,2,0.333333333333333,0.4,0.666666666666667,1,3,9,6,0,0,0,1,1,0.0769230769230769,0.230769230769231,0.692307692307692,1,0,0,0,0.5,0.5
107,18,1,6,0.72,0.0434782608695652,0.193548387096774,15,2,1,0,1,0,0,1,5,0.833333333333333,0.111111111111111,0.0555555555555556,0,1,0,0,0.166666666666667,0.833333333333333
108,5,0,0,0.217391304347826,0,0,5,0,0,0,0,0,0,0,0,1,0,0,,,,,,
109,5,6,14,0.217391304347826,0.230769230769231,0.259259259259259,5,0,0,0,6,0,0,5,9,1,0,0,0,1,0,0,0.357142857142857,0.642857142857143
110,1,3,1,0.1,0.333333333333333,0.125,1,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,1
111,5,3,0,0.15625,0.1875,0,5,0,0,2,0,1,0,0,0,1,0,0,0.666666666666667,0,0.333333333333333,,,
112,28,1,1,0.345679012345679,0.2,0.2,26,1,1,0,1,0,0,0,1,0.928571428571429,0.0357142857142857,0.0357142857142857,0,1,0,0,0,1
113,1,0,2,1,0,0.5,1,0,0,0,0,0,0,0,2,1,0,0,,,,0,0,1
114,6,4,0,0.25,0.181818181818182,0,6,0,0,1,1,2,0,0,0,1,0,0,0.25,0.25,0.5,,,
115,7,1,2,0.205882352941176,0.166666666666667,0.1,6,1,0,0,1,0,0,1,1,0.857142857142857,0.142857142857143,0,0,1,0,0,0.5,0.5
116,1,6,0,0.2,0.230769230769231,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0.166666666666667,0.833333333333333,,,
117,1,1,5,0.333333333333333,0.0833333333333333,0.25,1,0,0,0,0,1,0,1,4,1,0,0,0,0,1,0,0.2,0.8
118,4,3,0,0.173913043478261,0.0882352941176471,0,4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
119,1,2,1,0.5,0.285714285714286,1,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
120,3,4,3,0.1875,0.173913043478261,0.176470588235294,3,0,0,0,4,0,2,0,1,1,0,0,0,1,0,0.666666666666667,0,0.333333333333333
121,8,0,0,0.181818181818182,0,0,8,0,0,0,0,0,0,0,0,1,0,0,,,,,,
122,1,3,0,0.2,0.375,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
123,5,4,5,0.25,0.571428571428571,0.25,5,0,0,0,4,0,0,1,4,1,0,0,0,1,0,0,0.2,0.8
124,17,0,6,0.346938775510204,0,0.193548387096774,17,0,0,0,0,0,0,1,5,1,0,0,,,,0,0.166666666666667,0.833333333333333
125,5,1,2,0.227272727272727,0.111111111111111,0.153846153846154,4,0,1,0,1,0,0,0,2,0.8,0,0.2,0,1,0,0,0,1
126,1,0,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,
127,0,1,1,0,0.5,0.0588235294117647,0,0,0,1,0,0,0,1,0,,,,1,0,0,0,1,0
128,20,4,1,0.210526315789474,0.133333333333333,0.0714285714285714,20,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
129,1,4,0,0.333333333333333,0.285714285714286,0,0,0,1,1,3,0,0,0,0,0,0,1,0.25,0.75,0,,,
130,0,0,24,0,0,0.263736263736264,0,0,0,0,0,0,2,5,17,,,,,,,0.0833333333333333,0.208333333333333,0.708333333333333
131,28,0,2,0.345679012345679,0,0.117647058823529,26,1,1,0,0,0,0,0,2,0.928571428571429,0.0357142857142857,0.0357142857142857,,,,0,0,1
132,1,2,1,0.111111111111111,0.222222222222222,0.1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0
133,7,2,0,0.1,0.0833333333333333,0,7,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
134,1,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,
135,7,0,8,0.318181818181818,0,0.5,3,2,2,0,0,0,2,4,2,0.428571428571429,0.285714285714286,0.285714285714286,,,,0.25,0.5,0.25
136,7,10,2,0.636363636363636,0.161290322580645,0.25,7,0,0,0,10,0,1,0,1,1,0,0,0,1,0,0.5,0,0.5
137,20,2,0,0.210526315789474,0.0833333333333333,0,20,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
138,8,2,3,0.205128205128205,0.5,0.25,8,0,0,0,2,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
139,2,2,0,0.222222222222222,0.333333333333333,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0.5,0.5,,,
140,0,14,0,0,0.259259259259259,0,0,0,0,0,5,9,0,0,0,,,,0,0.357142857142857,0.642857142857143,,,
141,1,0,1,0.0303030303030303,0,0.0909090909090909,1,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
142,2,0,1,0.666666666666667,0,0.111111111111111,1,0,1,0,0,0,0,0,1,0.5,0,0.5,,,,0,0,1
143,1,0,1,0.2,0,0.5,0,0,1,0,0,0,0,0,1,0,0,1,,,,0,0,1
144,5,0,1,0.416666666666667,0,0.0555555555555556,3,2,0,0,0,0,0,0,1,0.6,0.4,0,,,,0,0,1
145,1,4,9,0.0909090909090909,0.2,0.105882352941176,1,0,0,0,4,0,1,1,7,1,0,0,0,1,0,0.111111111111111,0.111111111111111,0.777777777777778
146,1,1,3,1,1,0.5,1,0,0,0,1,0,3,0,0,1,0,0,0,1,0,1,0,0
147,13,0,0,0.333333333333333,0,0,1,3,9,0,0,0,0,0,0,0.0769230769230769,0.230769230769231,0.692307692307692,,,,,,
148,2,1,1,0.4,0.25,0.25,1,0,1,1,0,0,0,0,1,0.5,0,0.5,1,0,0,0,0,1
149,0,1,1,0,0.0555555555555556,0.0769230769230769,0,0,0,0,0,1,0,0,1,,,,0,0,1,0,0,1
150,4,6,1,0.266666666666667,0.75,0.333333333333333,4,0,0,1,5,0,0,0,1,1,0,0,0.166666666666667,0.833333333333333,0,0,0,1
151,1,2,2,0.111111111111111,0.0869565217391304,0.153846153846154,1,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
152,10,3,0,0.263157894736842,0.176470588235294,0,10,0,0,0,1,2,0,0,0,1,0,0,0,0.333333333333333,0.666666666666667,,,
153,7,0,0,0.333333333333333,0,0,7,0,0,0,0,0,0,0,0,1,0,0,,,,,,
154,1,0,1,0.333333333333333,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
155,7,1,0,0.148936170212766,0.0526315789473684,0,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
156,1,1,1,0.0769230769230769,0.333333333333333,0.333333333333333,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
157,2,0,1,0.4,0,0.1,2,0,0,0,0,0,0,1,0,1,0,0,,,,0,1,0
158,8,14,4,0.16,0.175,0.133333333333333,0,8,0,14,0,0,0,4,0,0,1,0,1,0,0,0,1,0
159,3,2,3,0.428571428571429,0.25,0.333333333333333,3,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,1
160,1,1,0,0.2,0.0833333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
161,0,2,11,0,0.5,0.366666666666667,0,0,0,0,2,0,11,0,0,,,,0,1,0,1,0,0
162,5,1,2,0.227272727272727,0.0769230769230769,0.0909090909090909,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
163,0,1,4,0,0.25,0.333333333333333,0,0,0,1,0,0,0,0,4,,,,1,0,0,0,0,1
164,0,3,2,0,0.428571428571429,0.333333333333333,0,0,0,0,1,2,0,1,1,,,,0,0.333333333333333,0.666666666666667,0,0.5,0.5
165,44,9,1,0.321167883211679,0.18,0.5,43,0,1,0,3,6,0,0,1,0.977272727272727,0,0.0227272727272727,0,0.333333333333333,0.666666666666667,0,0,1
166,0,1,0,0,0.0454545454545455,0,0,0,0,0,0,1,0,0,0,,,,0,0,1,,,
167,1,0,2,0.333333333333333,0,0.222222222222222,1,0,0,0,0,0,0,2,0,1,0,0,,,,0,1,0
168,9,3,1,0.105882352941176,0.75,0.0909090909090909,1,1,7,0,2,1,0,0,1,0.111111111111111,0.111111111111111,0.777777777777778,0,0.666666666666667,0.333333333333333,0,0,1
169,1,6,8,1,0.6,0.5,1,0,0,3,2,1,4,1,3,1,0,0,0.5,0.333333333333333,0.166666666666667,0.5,0.125,0.375
170,6,0,1,0.375,0,0.333333333333333,1,1,4,0,0,0,1,0,0,0.166666666666667,0.166666666666667,0.666666666666667,,,,1,0,0
171,7,2,0,0.259259259259259,0.2,0,7,0,0,0,0,2,0,0,0,1,0,0,0,0,1,,,
172,44,4,4,0.321167883211679,0.181818181818182,0.571428571428571,43,0,1,0,4,0,1,0,3,0.977272727272727,0,0.0227272727272727,0,1,0,0.25,0,0.75
173,8,4,13,0.2,0.307692307692308,0.333333333333333,8,0,0,0,4,0,1,3,9,1,0,0,0,1,0,0.0769230769230769,0.230769230769231,0.692307692307692
174,6,10,2,0.2,0.204081632653061,0.0952380952380952,6,0,0,0,10,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
175,3,0,1,0.214285714285714,0,0.142857142857143,3,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
176,2,1,2,0.4,0.1,0.285714285714286,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
177,0,1,9,0,0.0625,0.128571428571429,0,0,0,0,1,0,0,1,8,,,,0,1,0,0,0.111111111111111,0.888888888888889
178,0,3,2,0,0.176470588235294,0.222222222222222,0,0,0,0,3,0,0,1,1,,,,0,1,0,0,0.5,0.5
179,3,2,3,0.75,0.166666666666667,0.25,3,0,0,0,2,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
180,9,0,1,0.5,0,0.142857142857143,9,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
181,2,0,2,0.5,0,0.222222222222222,1,1,0,0,0,0,2,0,0,0.5,0.5,0,,,,1,0,0
182,7,1,14,0.142857142857143,0.0434782608695652,0.259259259259259,6,0,1,0,1,0,0,5,9,0.857142857142857,0,0.142857142857143,0,1,0,0,0.357142857142857,0.642857142857143
183,1,2,0,0.1,0.1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,,,
184,1,0,1,0.0909090909090909,0,0.0833333333333333,1,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
185,6,8,1,0.206896551724138,0.242424242424242,0.1,6,0,0,0,7,1,0,1,0,1,0,0,0,0.875,0.125,0,1,0
186,1,1,0,0.0625,0.25,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
187,3,0,0,0.1875,0,0,3,0,0,0,0,0,0,0,0,1,0,0,,,,,,
188,0,2,3,0,0.133333333333333,0.176470588235294,0,0,0,0,2,0,0,1,2,,,,0,1,0,0,0.333333333333333,0.666666666666667
189,5,0,0,0.185185185185185,0,0,5,0,0,0,0,0,0,0,0,1,0,0,,,,,,
190,3,2,3,0.3,0.0833333333333333,0.142857142857143,3,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,1
191,3,4,2,0.3,0.307692307692308,0.25,3,0,0,0,4,0,0,0,2,1,0,0,0,1,0,0,0,1
192,2,4,0,0.25,0.173913043478261,0,2,0,0,0,4,0,0,0,0,1,0,0,0,1,0,,,
193,44,3,5,0.321167883211679,0.0882352941176471,0.384615384615385,43,0,1,0,3,0,0,1,4,0.977272727272727,0,0.0227272727272727,0,1,0,0,0.2,0.8
194,3,2,3,0.428571428571429,0.153846153846154,0.375,2,0,1,0,2,0,2,1,0,0.666666666666667,0,0.333333333333333,0,1,0,0.666666666666667,0.333333333333333,0
195,2,1,5,0.0952380952380952,0.0384615384615385,0.106382978723404,2,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,1
196,2,4,1,0.285714285714286,0.2,0.1,2,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
197,3,0,1,0.333333333333333,0,0.25,3,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
198,2,2,0,0.1,0.285714285714286,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0.5,0.5,,,
199,0,0,6,0,0,0.4,0,0,0,0,0,0,1,3,2,,,,,,,0.166666666666667,0.5,0.333333333333333
200,2,4,4,0.666666666666667,0.235294117647059,0.571428571428571,1,0,1,0,4,0,1,0,3,0.5,0,0.5,0,1,0,0.25,0,0.75
201,3,8,5,0.1875,0.242424242424242,0.5,3,0,0,0,7,1,0,1,4,1,0,0,0,0.875,0.125,0,0.2,0.8
202,11,2,0,0.366666666666667,0.222222222222222,0,11,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
203,1,1,0,0.2,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
204,2,1,4,0.5,0.166666666666667,0.285714285714286,1,0,1,1,0,0,1,3,0,0.5,0,0.5,1,0,0,0.25,0.75,0
205,0,7,3,0,0.7,0.230769230769231,0,0,0,2,4,1,0,1,2,,,,0.285714285714286,0.571428571428571,0.142857142857143,0,0.333333333333333,0.666666666666667
206,3,0,0,0.333333333333333,0,0,3,0,0,0,0,0,0,0,0,1,0,0,,,,,,
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
